2,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
,0.0000,0.0000,0.0771,0.0009
,0.0430,0.0038,0.2206,0.0027
,0.0480,0.0059,0.3519,0.0026
,0.0530,0.0087,0.4958,0.0025
,0.0580,0.0120,0.6455,0.0026
,0.0630,0.0159,0.7997,0.0028
,0.0670,0.0192,0.9281,0.0032
,0.0710,0.0227,1.0546,0.0036
,0.0760,0.0273,1.1964,0.0044
,0.0810,0.0319,1.3353,0.0055
,0.0850,0.0357,1.4606,0.0065
,0.0890,0.0394,1.5998,0.0076
,0.0930,0.0432,1.7471,0.0089
,0.0970,0.0469,1.8990,0.0103
,0.1010,0.0506,2.0583,0.0117
,0.1050,0.0544,2.2181,0.0133
,0.1090,0.0581,2.3679,0.0150
,0.1130,0.0619,2.5101,0.0168
,0.1170,0.0657,2.6492,0.0199
,0.1210,0.0695,2.7900,0.0255
,0.1250,0.0734,2.9440,0.0337
,0.1290,0.0774,3.1112,0.0443
,0.1320,0.0804,3.2364,0.0532
,0.1360,0.0844,3.3990,0.0653
,0.1390,0.0875,3.5245,0.0748
,0.1420,0.0906,3.6637,0.0843
,0.1450,0.0937,3.7965,0.0934
,0.1490,0.0979,3.9560,0.1050
,0.1530,0.1021,4.1160,0.1159
,0.1570,0.1064,4.2795,0.1266
,0.1600,0.1096,4.4101,0.1344
,0.1630,0.1128,4.5481,0.1418
,0.1660,0.1160,4.6932,0.1486
,0.1690,0.1192,4.8330,0.1548
,0.1720,0.1224,4.9708,0.1602
,0.1750,0.1257,5.1123,0.1648
,0.1780,0.1289,5.2508,0.1690
,0.1810,0.1320,5.3817,0.1727
,0.1850,0.1363,5.5402,0.1765
,0.1890,0.1405,5.6916,0.1788
,0.1930,0.1447,5.8271,0.1804
,0.1970,0.1489,5.9531,0.1814
,0.2020,0.1541,6.1084,0.1824
,0.2060,0.1582,6.2555,0.1833
,0.2100,0.1623,6.4037,0.1847
,0.2140,0.1664,6.5550,0.1868
,0.2180,0.1704,6.7053,0.1902
,0.2220,0.1745,6.8615,0.1939
,0.2260,0.1785,7.0174,0.1976
,0.2300,0.1825,7.1751,0.2012
,0.2340,0.1865,7.3385,0.2046
,0.2380,0.1905,7.5034,0.2078
,0.2420,0.1945,7.6528,0.2108
,0.2460,0.1985,7.7974,0.2134
,0.2500,0.2025,7.9468,0.2158
,0.2540,0.2064,8.0947,0.2181
,0.2580,0.2104,8.2483,0.2205
,0.2620,0.2144,8.4067,0.2229
,0.2660,0.2184,8.5665,0.2256
,0.2700,0.2224,8.7243,0.2285
,0.2740,0.2264,8.8672,0.2312
,0.2780,0.2304,8.9950,0.2339
,0.2820,0.2344,9.1359,0.2363
,0.2860,0.2384,9.2845,0.2385
,0.2900,0.2424,9.4438,0.2408
,0.2930,0.2454,9.5777,0.2426
,0.2960,0.2484,9.7094,0.2445
,0.2990,0.2514,9.8394,0.2467
,0.3020,0.2544,9.9653,0.2490
,0.3060,0.2584,10.1223,0.2524
,0.3100,0.2624,10.2643,0.2560
,0.3140,0.2664,10.4115,0.2598
,0.3180,0.2704,10.5616,0.2640
,0.3220,0.2744,10.7081,0.2684
,0.3260,0.2784,10.8513,0.2731
,0.3300,0.2824,10.9899,0.2776
,0.3340,0.2864,11.1249,0.2820
,0.3380,0.2904,11.2526,0.2859
,0.3420,0.2945,11.3794,0.2896
,0.3470,0.2995,11.5295,0.2942
,0.3510,0.3035,11.6627,0.2982
,0.3550,0.3075,11.8052,0.3025
,0.3590,0.3115,11.9606,0.3071
,0.3630,0.3155,12.1160,0.3118
,0.3670,0.3195,12.2724,0.3163
,0.3710,0.3235,12.4313,0.3206
,0.3750,0.3275,12.5829,0.3246
,0.3790,0.3315,12.7242,0.3287
,0.3830,0.3355,12.8540,0.3326
,0.3880,0.3405,12.9998,0.3374
,0.3930,0.3455,13.1422,0.3421
,0.3970,0.3495,13.2716,0.3455
,0.4010,0.3535,13.4118,0.3488
,0.4050,0.3575,13.5624,0.3523
,0.4090,0.3615,13.7163,0.3562
,0.4130,0.3655,13.8705,0.3604
,0.4170,0.3695,14.0204,0.3647
,0.4210,0.3735,14.1723,0.3689
,0.4250,0.3775,14.3200,0.3730
,0.4290,0.3815,14.4560,0.3769
,0.4330,0.3855,14.5908,0.3810
,0.4380,0.3905,14.7403,0.3865
,0.4430,0.3955,14.8888,0.3926
,0.4470,0.3996,15.0206,0.3978
,0.4510,0.4036,15.1459,0.4031
,0.4560,0.4086,15.2957,0.4099
,0.4600,0.4126,15.4242,0.4156
,0.4640,0.4166,15.5696,0.4214
,0.4680,0.4206,15.7167,0.4273
,0.4720,0.4246,15.8691,0.4328
,0.4760,0.4286,16.0173,0.4383
,0.4800,0.4326,16.1756,0.4437
,0.4840,0.4366,16.3386,0.4492
,0.4880,0.4406,16.4941,0.4544
,0.4920,0.4446,16.6496,0.4596
,0.4960,0.4486,16.8042,0.4648
,0.5000,0.4526,16.9513,0.4698
,0.5040,0.4566,17.0950,0.4751
,0.5080,0.4606,17.2325,0.4803
,0.5120,0.4646,17.3746,0.4856
,0.5160,0.4686,17.5188,0.4909
,0.5200,0.4726,17.6654,0.4960
,0.5240,0.4766,17.8155,0.5011
,0.5280,0.4806,17.9589,0.5059
,0.5320,0.4846,18.0942,0.5104
,0.5360,0.4886,18.2214,0.5147
,0.5400,0.4926,18.3544,0.5188
,0.5440,0.4966,18.5015,0.5229
,0.5480,0.5006,18.6453,0.5270
,0.5520,0.5046,18.7881,0.5311
,0.5560,0.5086,18.9312,0.5354
,0.5600,0.5126,19.0641,0.5395
,0.5640,0.5166,19.2052,0.5435
,0.5680,0.5206,19.3530,0.5473
,0.5720,0.5246,19.4862,0.5509
,0.5770,0.5296,19.6279,0.5552
,0.5820,0.5346,19.7792,0.5592
,0.5870,0.5396,19.9319,0.5636
,0.5910,0.5436,20.0629,0.5672
,0.5950,0.5476,20.2035,0.5709
,0.5990,0.5516,20.3438,0.5748
,0.6030,0.5556,20.4844,0.5789
,0.6070,0.5595,20.6246,0.5829
,0.6110,0.5635,20.7617,0.5868
,0.6150,0.5675,20.9013,0.5906
,0.6190,0.5715,21.0443,0.5946
,0.6230,0.5755,21.1820,0.5989
,0.6270,0.5795,21.3146,0.6034
,0.6310,0.5835,21.4477,0.6080
,0.6350,0.5875,21.5755,0.6125
,0.6400,0.5925,21.7216,0.6177
,0.6450,0.5975,21.8601,0.6225
,0.6500,0.6025,22.0057,0.6269
,0.6550,0.6075,22.1594,0.6314
,0.6590,0.6115,22.2972,0.6351
,0.6630,0.6155,22.4441,0.6390
,0.6670,0.6195,22.6003,0.6431
,0.6710,0.6235,22.7453,0.6472
,0.6750,0.6275,22.8818,0.6512
,0.6790,0.6315,23.0143,0.6553
,0.6830,0.6355,23.1409,0.6595
,0.6870,0.6395,23.2794,0.6635
,0.6910,0.6435,23.4101,0.6671
,0.6950,0.6475,23.5482,0.6705
,0.6990,0.6515,23.6890,0.6736
,0.7030,0.6555,23.8230,0.6765
,0.7080,0.6605,23.9658,0.6801
,0.7130,0.6655,24.1094,0.6837
,0.7180,0.6705,24.2632,0.6874
