Filename,date,orientation,Test speed,powder mix,Max Stress (MPa),Elongation at break (%),Modulus (MPa),Cross Section Area (mm^2)
250108_00_060mm_100_2.csv,250108,00,060mm,100,9.660872056015275,227.5378260869565,1.0384145911945164,47.13
250108_00_060mm_100_3.csv,250108,00,060mm,100,9.665691074066258,235.73608695652175,0.9972614403585154,47.39
250108_00_060mm_100_4.csv,250108,00,060mm,100,8.085490236809306,160.5182608695652,0.8843309960459984,48.14
250108_00_060mm_100_5.csv,250108,00,060mm,100,5.756054794520548,84.54991304347827,0.8166895030049014,47.45
250113_45_060mm_100_2.csv,250113,45,060mm,100,6.222164333256828,68.0951304347826,0.9530554785724696,43.57
250113_45_060mm_100_3.csv,250113,45,060mm,100,6.2223741994510515,78.9228695652174,0.9100128877587025,43.72
250113_90_060mm_100_2.csv,250113,90,060mm,100,6.189931145283452,56.5644347826087,1.0647895158582419,43.57
250113_90_060mm_100_3.csv,250113,90,060mm,100,5.262934583714547,34.237913043478265,1.0047219269595689,43.72
250122_00_060mm_100_2.csv,250122,00,060mm,100,10.052974789915966,291.06782608695653,1.0244227406355693,47.6
250122_00_060mm_100_3.csv,250122,00,060mm,100,10.128064516129031,260.7715652173913,1.0811102222044817,45.88
250122_45_060mm_100_2.csv,250122,45,060mm,100,6.281029411764705,98.06121739130434,0.8878115985066318,47.6
250122_45_060mm_100_3.csv,250122,45,060mm,100,6.11144289450741,107.73278260869566,0.8628623674983106,45.88
250122_45_060mm_100_4.csv,250122,45,060mm,100,6.719908587923984,92.29313043478261,0.9985887473997537,41.57
250122_45_060mm_100_5.csv,250122,45,060mm,100,6.210852934710926,97.30947826086957,0.9031102036574845,45.49
250122_90_060mm_100_2.csv,250122,90,060mm,100,5.252126050420168,56.31539130434782,0.9325061706284196,47.6
250122_90_060mm_100_3.csv,250122,90,060mm,100,5.547881429816913,57.5168695652174,0.9594378989573085,45.88
250122_90_060mm_100_4.csv,250122,90,060mm,100,5.735583353379841,55.718608695652186,0.9889204391198199,41.57
250122_90_060mm_100_5.csv,250122,90,060mm,100,5.084625192349967,53.52513043478261,0.8944065427719932,45.49
250123_30_060mm_100_2.csv,250123,30,060mm,100,9.16589516515079,198.77052173913043,1.0573684734642717,41.78
250123_30_060mm_100_3.csv,250123,30,060mm,100,9.08380315336837,177.56469565217392,1.0529262516483882,41.86
250123_30_060mm_100_4.csv,250123,30,060mm,100,8.853408061054138,178.25139130434783,1.0266399239015325,41.93
250123_60_060mm_100_2.csv,250123,60,060mm,100,6.751354715174724,80.9655652173913,1.0136253948554215,41.78
250123_60_060mm_100_3.csv,250123,60,060mm,100,6.962338748208313,85.63026086956522,1.0078071127937602,41.86
250123_60_060mm_100_4.csv,250123,60,060mm,100,6.663687097543525,80.67356521739131,0.9539215114525227,41.93
