2,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
,0.0000,0.0000,0.1262,0.0023
,0.0460,0.0002,-0.0023,0.0021
,0.1190,0.0039,0.1247,0.0013
,0.1340,0.0048,0.2538,0.0020
,0.1500,0.0061,0.3822,0.0030
,0.2080,0.0138,0.5116,0.0055
,0.2510,0.0186,0.6388,0.0074
,0.2680,0.0203,0.7678,0.0087
,0.3160,0.0252,0.8983,0.0128
,0.3330,0.0270,1.0287,0.0139
,0.3900,0.0326,1.1537,0.0202
,0.4100,0.0346,1.2801,0.0227
,0.4310,0.0368,1.4086,0.0236
,0.5030,0.0439,1.5357,0.0311
,0.5310,0.0467,1.6634,0.0342
,0.5530,0.0490,1.7889,0.0366
,0.5920,0.0528,1.9154,0.0412
,0.6110,0.0547,2.0429,0.0427
,0.6980,0.0635,2.1694,0.0587
,0.7210,0.0657,2.2962,0.0670
,0.7550,0.0692,2.4253,0.0731
,0.7820,0.0720,2.5520,0.0742
,0.8290,0.0766,2.6811,0.0710
,0.8610,0.0797,2.8066,0.0748
,0.8830,0.0820,2.9336,0.0817
,0.9330,0.0870,3.0636,0.0847
,0.9660,0.0903,3.1986,0.0904
,1.0220,0.0959,3.3270,0.0951
,1.0690,0.1005,3.4592,0.1007
,1.0980,0.1034,3.5863,0.1038
,1.1560,0.1092,3.7152,0.1104
,1.1830,0.1119,3.8429,0.1126
,1.1980,0.1134,3.9693,0.1139
,1.2330,0.1170,4.0951,0.1179
,1.2920,0.1228,4.2259,0.1255
,1.3470,0.1284,4.3568,0.1264
,1.3990,0.1336,4.4878,0.1315
,1.4180,0.1354,4.6161,0.1338
,1.4340,0.1370,4.7424,0.1355
,1.4740,0.1412,4.8691,0.1397
,1.5410,0.1478,4.9970,0.1456
,1.5650,0.1502,5.1238,0.1472
,1.6070,0.1544,5.2503,0.1511
,1.6410,0.1577,5.3759,0.1538
,1.6730,0.1609,5.5021,0.1567
,1.7300,0.1666,5.6301,0.1623
,1.7760,0.1712,5.7569,0.1663
,1.8070,0.1744,5.8859,0.1688
,1.8610,0.1797,6.0148,0.1749
,1.8830,0.1819,6.1465,0.1768
,1.9540,0.1891,6.2820,0.1848
,1.9750,0.1911,6.4088,0.1869
,2.0100,0.1946,6.5353,0.1906
,2.0820,0.2019,6.6635,0.1981
,2.1060,0.2043,6.7901,0.1997
,2.1320,0.2069,6.9157,0.1999
,2.2100,0.2146,7.0460,0.2053
,2.2250,0.2161,7.1782,0.2066
,2.2440,0.2180,7.3035,0.2082
,2.2860,0.2223,7.4311,0.2125
,2.3450,0.2281,7.5627,0.2165
,2.3990,0.2336,7.6921,0.2195
,2.4210,0.2357,7.8189,0.2220
,2.4380,0.2374,7.9463,0.2240
,2.5160,0.2453,8.0768,0.2346
,2.5540,0.2491,8.2024,0.2392
,2.5900,0.2526,8.3300,0.2429
,2.6340,0.2572,8.4565,0.2479
,2.6920,0.2628,8.5828,0.2530
,2.7250,0.2663,8.7086,0.2570
,2.7800,0.2717,8.8411,0.2645
,2.7900,0.2726,8.9734,0.2653
,2.8230,0.2759,9.0986,0.2675
,2.8890,0.2825,9.2243,0.2730
,2.9440,0.2880,9.3493,0.2765
,2.9650,0.2902,9.4759,0.2784
,3.0190,0.2955,9.6023,0.2826
,3.0700,0.3006,9.7321,0.2864
,3.0910,0.3028,9.8606,0.2884
,3.1420,0.3078,9.9941,0.2938
,3.1900,0.3128,10.1226,0.2994
,3.2290,0.3166,10.2485,0.3029
,3.2460,0.3182,10.3763,0.3044
,3.3000,0.3237,10.5021,0.3095
,3.3150,0.3253,10.6322,0.3112
,3.3450,0.3282,10.5035,0.3147
,3.3740,0.3311,10.6379,0.3181
,3.3830,0.3320,10.7647,0.3189
,3.4420,0.3379,10.8925,0.3237
,3.5010,0.3437,11.0251,0.3287
,3.5520,0.3489,11.1557,0.3310
,3.5780,0.3514,11.2853,0.3321
,3.6390,0.3576,11.4107,0.3378
,3.6900,0.3626,11.5393,0.3431
,3.7110,0.3647,11.6648,0.3451
,3.7660,0.3703,11.7910,0.3515
,3.7990,0.3736,11.9188,0.3557
,3.8360,0.3772,12.0450,0.3605
,3.8680,0.3805,12.1739,0.3639
,3.9290,0.3866,12.2992,0.3712
,3.9580,0.3895,12.4243,0.3736
,4.0070,0.3945,12.5524,0.3770
,4.0420,0.3978,12.6793,0.3808
,4.0960,0.4033,12.8055,0.3883
,4.1220,0.4059,12.9352,0.3917
,4.1840,0.4120,13.0644,0.3986
,4.2530,0.4190,13.1905,0.4019
,4.2750,0.4211,13.3187,0.4039
,4.3360,0.4274,13.4462,0.4092
,4.3550,0.4293,13.5768,0.4119
,4.4130,0.4349,13.7025,0.4178
,4.4730,0.4411,13.8323,0.4235
,4.5000,0.4437,13.9584,0.4252
,4.5760,0.4514,14.0874,0.4326
,4.5930,0.4531,14.2155,0.4347
,4.6180,0.4554,14.3451,0.4380
,4.6850,0.4622,14.4712,0.4457
,4.7370,0.4673,14.5971,0.4504
,4.7810,0.4717,14.7289,0.4563
,4.8170,0.4754,14.8594,0.4594
,4.8400,0.4776,14.9877,0.4613
,4.8930,0.4829,15.1128,0.4678
,4.9680,0.4905,15.2421,0.4750
,5.0300,0.4968,15.3671,0.4780
,5.0480,0.4986,15.4997,0.4795
,5.0640,0.5001,15.6268,0.4814
,5.1480,0.5086,15.7545,0.4895
,5.1670,0.5105,15.8803,0.4918
,5.2000,0.5137,16.0103,0.4959
,5.2820,0.5219,16.1373,0.5039
,5.3520,0.5288,16.2655,0.5112
,5.3990,0.5336,16.3935,0.5138
,5.4160,0.5352,16.5246,0.5147
,5.4730,0.5409,16.6548,0.5205
,5.5210,0.5458,16.7811,0.5259
,5.5430,0.5479,16.9087,0.5279
,5.5980,0.5535,17.0354,0.5327
,5.6580,0.5594,17.1705,0.5379
,5.6770,0.5613,17.2964,0.5399
,5.7690,0.5706,17.4231,0.5471
,5.7930,0.5730,17.5491,0.5492
,5.8040,0.5741,17.6759,0.5505
,5.8950,0.5831,17.8016,0.5592
,5.9230,0.5859,17.9300,0.5617
,6.0060,0.5942,18.0551,0.5718
,6.0290,0.5965,18.1843,0.5740
,6.0450,0.5981,18.3137,0.5763
,6.1330,0.6069,18.4430,0.5871
,6.1700,0.6107,18.5708,0.5912
,6.2180,0.6155,18.6963,0.5948
,6.2700,0.6207,18.8239,0.6001
,6.2960,0.6234,18.9501,0.6024
,6.3950,0.6332,19.0763,0.6124
,6.4120,0.6350,19.2032,0.6145
,6.4870,0.6423,19.3321,0.6196
,6.5030,0.6439,19.4589,0.6205
,6.5370,0.6474,19.5904,0.6231
,6.5940,0.6530,19.7213,0.6308
,6.6190,0.6555,19.8482,0.6323
,6.6970,0.6633,19.9743,0.6369
,6.7410,0.6678,20.1042,0.6410
,6.7750,0.6712,20.2339,0.6438
,6.8600,0.6797,20.3595,0.6502
,6.8880,0.6826,20.4864,0.6522
,6.9080,0.6845,20.6130,0.6550
,6.9420,0.6879,20.7390,0.6582
,7.0260,0.6963,20.8646,0.6656
,7.0470,0.6983,20.9901,0.6675
,7.0630,0.6999,21.1196,0.6686
,7.1830,0.7119,21.2488,0.6776
,7.2630,0.7199,21.3756,0.6861
,7.2900,0.7226,21.5013,0.6884
,7.3270,0.7264,21.6317,0.6907
,7.3800,0.7316,21.7610,0.6953
,7.4350,0.7372,21.8891,0.6976
,7.4650,0.7403,22.0178,0.6985
,7.5070,0.7443,22.1432,0.7028
,7.5490,0.7487,22.2685,0.7063
,7.6350,0.7571,22.3939,0.7158
,7.6770,0.7614,22.5266,0.7207
,7.7080,0.7645,22.6533,0.7233
,7.7460,0.7682,22.7795,0.7271
,7.8080,0.7745,22.9076,0.7326
,7.8570,0.7792,23.0364,0.7355
,7.9020,0.7839,23.1620,0.7380
,7.9370,0.7874,23.2892,0.7417
,7.9900,0.7927,23.4173,0.7488
,8.0670,0.8003,23.5450,0.7529
,8.1150,0.8052,23.6783,0.7548
,8.1420,0.8080,23.8051,0.7586
,8.2070,0.8144,23.9309,0.7661
,8.2290,0.8166,24.0605,0.7693
,8.2500,0.8187,24.1868,0.7709
,8.3290,0.8265,24.3122,0.7782
,8.4060,0.8342,24.4438,0.7890
,8.4750,0.8412,24.5707,0.7959
,8.4910,0.8428,24.6994,0.7973
,8.5570,0.8493,24.8261,0.8033
,8.5990,0.8537,24.9539,0.8073
,8.6610,0.8597,25.0870,0.8142
,8.6770,0.8613,25.2139,0.8153
,8.7680,0.8705,25.3430,0.8228
,8.7870,0.8724,25.4712,0.8242
,8.8670,0.8803,25.5982,0.8347
,8.9140,0.8850,25.7257,0.8391
,8.9320,0.8869,25.8563,0.8402
,9.0210,0.8957,25.9839,0.8516
,9.0380,0.8975,26.1103,0.8548
,9.1050,0.9041,26.2385,0.8637
,9.1320,0.9068,26.3647,0.8675
,9.2220,0.9158,26.4931,0.8793
,9.2870,0.9225,26.6190,0.8856
,9.3250,0.9262,26.7444,0.8894
,9.3880,0.9326,26.8734,0.8955
,9.4130,0.9350,26.9996,0.8983
,9.4740,0.9409,27.1247,0.9038
,9.4930,0.9429,27.2514,0.9047
,9.5760,0.9512,27.3783,0.9117
,9.6280,0.9565,27.5067,0.9174
,9.6590,0.9595,27.6369,0.9206
,9.7150,0.9651,27.7626,0.9277
,9.7490,0.9687,27.8879,0.9299
,9.8110,0.9747,28.0142,0.9345
,9.8310,0.9768,28.1393,0.9365
,9.9420,0.9879,28.2693,0.9420
,9.9630,0.9901,28.3990,0.9438
,10.0400,0.9976,28.5246,0.9528
,10.0700,1.0006,28.6505,0.9542
,10.1750,1.0111,28.7827,0.9588
,10.1900,1.0127,28.9159,0.9588
,10.2740,1.0209,29.0431,0.9631
,10.3090,1.0246,29.1715,0.9661
,10.3510,1.0288,29.3001,0.9686
,10.3810,1.0317,29.4258,0.9711
,10.4470,1.0384,29.5566,0.9767
,10.5090,1.0445,29.6820,0.9840
,10.5420,1.0480,29.8096,0.9867
,10.6150,1.0552,29.9369,0.9916
,10.6650,1.0602,30.0641,0.9954
,10.6840,1.0621,30.1969,0.9969
,10.7720,1.0709,30.3262,1.0032
,10.8310,1.0766,30.4514,1.0080
,10.8710,1.0807,30.5774,1.0103
,10.8900,1.0827,30.7067,1.0120
,10.9880,1.0925,30.8330,1.0218
,11.0550,1.0991,30.9597,1.0316
,11.1020,1.1039,31.0849,1.0350
,11.1260,1.1064,31.2148,1.0377
,11.1720,1.1109,31.3405,1.0399
,11.2390,1.1177,31.4688,1.0441
,11.2530,1.1190,31.5975,1.0458
,11.3460,1.1283,31.7289,1.0525
,11.3760,1.1312,31.8585,1.0543
,11.4290,1.1365,31.9852,1.0605
,11.4510,1.1388,32.1127,1.0635
,11.5400,1.1476,32.2386,1.0706
,11.5580,1.1495,32.3654,1.0715
,11.6570,1.1593,32.4904,1.0806
,11.6950,1.1633,32.6159,1.0844
,11.7900,1.1727,32.7441,1.0915
,11.8090,1.1747,32.8732,1.0927
,11.8800,1.1815,32.9988,1.0995
,11.9290,1.1866,33.1268,1.1046
,11.9650,1.1901,33.2561,1.1088
,12.0390,1.1976,33.3817,1.1163
,12.0640,1.2000,33.5077,1.1191
,12.1440,1.2081,33.6363,1.1265
,12.2330,1.2169,33.7635,1.1349
,12.2660,1.2204,33.8905,1.1379
,12.2780,1.2216,34.0188,1.1392
,12.3750,1.2313,34.1490,1.1484
,12.3930,1.2331,34.2760,1.1506
,12.4970,1.2434,34.4077,1.1648
,12.5270,1.2464,34.5358,1.1675
,12.5760,1.2512,34.6648,1.1722
,12.6150,1.2552,34.7929,1.1766
,12.6440,1.2580,34.9185,1.1806
,12.7690,1.2705,35.0509,1.1939
,12.8090,1.2746,35.1789,1.1987
,12.8410,1.2779,35.3079,1.2014
,12.9260,1.2863,35.4338,1.2083
,13.0090,1.2946,35.5618,1.2173
,13.0250,1.2961,35.6917,1.2188
,13.0900,1.3027,35.8212,1.2239
,13.1210,1.3057,35.9463,1.2279
,13.1870,1.3124,36.0729,1.2356
,13.2580,1.3194,36.1998,1.2420
,13.2790,1.3215,36.3307,1.2436
,13.3920,1.3329,36.4594,1.2511
,13.4570,1.3393,36.5871,1.2554
,13.4790,1.3415,36.7149,1.2569
,13.5100,1.3447,36.8428,1.2592
,13.5850,1.3522,36.9685,1.2638
,13.6400,1.3578,37.0939,1.2641
,13.6810,1.3617,37.2235,1.2665
,13.7650,1.3702,37.3560,1.2731
,13.7860,1.3722,37.4841,1.2747
,13.8940,1.3831,37.6108,1.2841
,13.9140,1.3850,37.7379,1.2852
,14.0100,1.3947,37.8658,1.2918
,14.0750,1.4012,37.9941,1.2978
,14.1070,1.4045,38.1223,1.3007
,14.1380,1.4075,38.2490,1.3032
,14.1750,1.4112,38.3750,1.3061
,14.2780,1.4214,38.5016,1.3139
,14.2920,1.4228,38.6271,1.3155
,14.3710,1.4307,38.7551,1.3229
,14.4400,1.4377,38.8809,1.3290
,14.5220,1.4458,39.0121,1.3378
,14.5630,1.4501,39.1432,1.3436
,14.5820,1.4520,39.2687,1.3458
,14.6420,1.4578,39.3951,1.3507
,14.7160,1.4653,39.5242,1.3571
,14.7340,1.4671,39.6546,1.3588
,14.8270,1.4764,39.7814,1.3675
,14.8880,1.4825,39.9090,1.3722
,14.9700,1.4906,40.0386,1.3800
,15.0140,1.4951,40.1686,1.3840
,15.0910,1.5026,40.2962,1.3906
,15.1080,1.5044,40.4237,1.3919
,15.1250,1.5062,40.5494,1.3938
,15.2070,1.5143,40.6744,1.4050
,15.2370,1.5175,40.8043,1.4098
,15.3290,1.5265,40.9328,1.4198
,15.3600,1.5297,41.0604,1.4221
,15.4840,1.5421,41.1854,1.4330
,15.5150,1.5451,41.3121,1.4357
,15.5490,1.5485,41.4376,1.4395
,15.6240,1.5560,41.5632,1.4459
,15.7260,1.5663,41.6892,1.4570
,15.7680,1.5704,41.8166,1.4619
,15.8270,1.5765,41.9440,1.4673
,15.8440,1.5781,42.0741,1.4685
,15.9180,1.5855,42.2007,1.4760
,15.9760,1.5913,42.3313,1.4821
,16.0680,1.6005,42.4579,1.4935
,16.0840,1.6020,42.5891,1.4956
,16.1440,1.6080,42.7143,1.5009
,16.1850,1.6122,42.8424,1.5042
,16.2660,1.6202,42.9705,1.5133
,16.2990,1.6236,43.0960,1.5171
,16.3680,1.6304,43.2257,1.5231
,16.4270,1.6364,43.3597,1.5289
,16.5170,1.6455,43.4851,1.5351
,16.5470,1.6484,43.6141,1.5367
,16.6580,1.6595,43.7415,1.5453
,16.7470,1.6684,43.8704,1.5562
,16.7830,1.6719,44.0036,1.5602
,16.7970,1.6733,44.1367,1.5615
,16.8740,1.6811,44.2651,1.5676
,16.9260,1.6862,44.3952,1.5724
,16.9920,1.6929,44.5203,1.5794
,17.0550,1.6991,44.6476,1.5866
,17.1130,1.7050,44.7777,1.5924
,17.2160,1.7154,44.9033,1.6023
,17.2650,1.7201,45.0295,1.6047
,17.2870,1.7223,45.1568,1.6070
,17.3400,1.7277,45.2823,1.6136
,17.3540,1.7291,45.4085,1.6147
,17.4960,1.7431,45.5406,1.6241
,17.5560,1.7493,45.6684,1.6290
,17.5740,1.7511,45.7973,1.6306
,17.6580,1.7596,45.9241,1.6349
,17.7580,1.7695,46.0516,1.6433
,17.7800,1.7718,46.1779,1.6459
,17.8380,1.7775,46.3070,1.6499
,17.9420,1.7878,46.4380,1.6573
,17.9550,1.7891,46.5679,1.6588
,18.0310,1.7967,46.6952,1.6676
,18.0720,1.8008,46.8218,1.6711
,18.1920,1.8128,46.9487,1.6822
,18.2040,1.8140,47.0816,1.6839
,18.2760,1.8212,47.2079,1.6930
,18.3440,1.8282,47.3435,1.7000
,18.4280,1.8365,47.4697,1.7073
,18.4680,1.8406,47.5955,1.7130
,18.4990,1.8435,47.7209,1.7167
,18.5640,1.8500,47.8479,1.7207
,18.6380,1.8574,47.9775,1.7246
,18.6940,1.8631,48.1073,1.7304
,18.7230,1.8659,48.2363,1.7336
,18.8170,1.8755,48.3632,1.7434
,18.9060,1.8843,48.4929,1.7539
,18.9670,1.8904,48.6231,1.7598
,18.9920,1.8929,48.7507,1.7624
,19.1100,1.9045,48.8765,1.7734
,19.1630,1.9100,49.0039,1.7789
,19.1970,1.9133,49.1343,1.7813
,19.2720,1.9209,49.2601,1.7891
,19.3500,1.9286,49.3919,1.7985
,19.3670,1.9304,49.5188,1.8001
,19.4620,1.9398,49.6473,1.8100
,19.5400,1.9477,49.7767,1.8185
,19.5960,1.9533,49.9038,1.8246
,19.6230,1.9561,50.0310,1.8280
,19.6970,1.9633,50.1569,1.8380
,19.7220,1.9659,50.2829,1.8415
,19.8660,1.9802,50.4156,1.8538
,19.9230,1.9859,50.5415,1.8600
,19.9850,1.9922,50.6682,1.8658
,20.0600,1.9998,50.7987,1.8721
,20.1030,2.0040,50.9253,1.8762
,20.1810,2.0119,51.0506,1.8852
,20.2640,2.0200,51.1777,1.8954
,20.3480,2.0284,51.3027,1.9046
,20.3700,2.0306,51.4325,1.9063
,20.4290,2.0366,51.5617,1.9096
,20.5020,2.0438,51.6930,1.9155
,20.5630,2.0499,51.8217,1.9200
,20.6180,2.0555,51.9491,1.9235
,20.6610,2.0599,52.0805,1.9268
,20.6760,2.0613,52.2084,1.9286
,20.8180,2.0755,52.3359,1.9436
,20.8850,2.0822,52.4641,1.9492
,20.9570,2.0893,52.5891,1.9572
,21.0140,2.0951,52.7159,1.9626
,21.1420,2.1078,52.8461,1.9724
,21.1750,2.1111,52.9725,1.9752
,21.2130,2.1151,53.0981,1.9786
,21.2390,2.1176,53.2240,1.9806
,21.3540,2.1291,53.3557,1.9884
,21.3740,2.1311,53.4826,1.9899
,21.4830,2.1420,53.6103,2.0016
,21.5010,2.1437,53.7357,2.0030
,21.6240,2.1560,53.8661,2.0155
,21.6870,2.1624,53.9918,2.0230
,21.7450,2.1681,54.1219,2.0298
,21.8030,2.1740,54.2485,2.0373
,21.8170,2.1754,54.3811,2.0382
,21.9640,2.1900,54.5061,2.0531
,22.0530,2.1990,54.6311,2.0641
,22.0640,2.2001,54.7597,2.0652
,22.1740,2.2110,54.8862,2.0770
,22.2370,2.2173,55.0141,2.0837
,22.2580,2.2195,55.1399,2.0859
,22.3190,2.2255,55.2650,2.0930
,22.4510,2.2387,55.3903,2.1025
,22.4710,2.2408,55.5163,2.1044
,22.4990,2.2437,55.6429,2.1072
,22.6690,2.2605,55.7712,2.1271
,22.7280,2.2665,55.8989,2.1326
,22.7550,2.2691,56.0317,2.1354
,22.7720,2.2708,56.1630,2.1367
,22.8990,2.2835,56.2907,2.1485
,22.9390,2.2876,56.4199,2.1530
,23.0590,2.2997,56.5461,2.1646
,23.0740,2.3011,56.6751,2.1655
,23.2470,2.3184,56.8066,2.1854
,23.2630,2.3200,56.9320,2.1874
,23.2960,2.3234,57.0609,2.1911
,23.3550,2.3291,57.1892,2.1984
,23.4370,2.3373,57.3167,2.2069
,23.5490,2.3485,57.4433,2.2176
,23.5920,2.3528,57.5748,2.2201
,23.6110,2.3548,57.7024,2.2216
,23.7340,2.3672,57.8275,2.2331
,23.7910,2.3728,57.9564,2.2383
,23.8730,2.3811,58.0820,2.2420
,23.9380,2.3874,58.2096,2.2470
,24.0530,2.3989,58.3375,2.2580
,24.0920,2.4029,58.4663,2.2605
,24.1600,2.4095,58.5963,2.2650
,24.2370,2.4174,58.7234,2.2696
,24.3470,2.4284,58.8499,2.2787
,24.3630,2.4300,58.9871,2.2803
,24.3840,2.4320,59.1158,2.2821
,24.4910,2.4427,59.2416,2.2922
,24.6090,2.4545,59.3709,2.3051
,24.6500,2.4587,59.4983,2.3092
,24.7330,2.4669,59.6288,2.3146
,24.8280,2.4764,59.7565,2.3244
,24.9200,2.4857,59.8857,2.3364
,24.9540,2.4890,60.0134,2.3385
,24.9860,2.4923,60.1417,2.3401
,25.1150,2.5052,60.2739,2.3524
,25.1340,2.5071,60.4005,2.3531
,25.1840,2.5120,60.5266,2.3560
,25.3150,2.5251,60.6532,2.3666
,25.3720,2.5309,60.7816,2.3741
,25.4090,2.5345,60.9082,2.3792
,25.5090,2.5445,61.0357,2.3865
,25.5700,2.5507,61.1617,2.3941
,25.6650,2.5602,61.2892,2.4049
,25.7410,2.5677,61.4217,2.4144
,25.7950,2.5732,61.5481,2.4214
,25.9110,2.5847,61.6738,2.4330
,25.9870,2.5923,61.8019,2.4407
,26.0090,2.5945,61.9273,2.4422
,26.1180,2.6054,62.0540,2.4536
,26.1880,2.6125,62.1851,2.4603
,26.2890,2.6227,62.3103,2.4703
,26.3570,2.6293,62.4381,2.4791
,26.4490,2.6385,62.5645,2.4894
,26.5030,2.6440,62.6899,2.4941
,26.5390,2.6475,62.8151,2.4969
