4,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
,0.0000,0.0000,-0.0773,0.0019
,0.0050,0.0000,-0.0705,0.0020
,0.0100,0.0000,-0.0227,0.0018
,0.0150,0.0003,0.0714,0.0016
,0.0200,0.0010,0.1972,0.0013
,0.0250,0.0025,0.3397,0.0011
,0.0290,0.0044,0.4885,0.0009
,0.0320,0.0065,0.6356,0.0008
,0.0350,0.0090,0.8097,0.0008
,0.0370,0.0111,0.9422,0.0008
,0.0390,0.0134,1.0821,0.0008
,0.0410,0.0161,1.2318,0.0009
,0.0430,0.0190,1.3954,0.0009
,0.0450,0.0223,1.5692,0.0010
,0.0470,0.0258,1.7555,0.0011
,0.0490,0.0298,1.9598,0.0013
,0.0510,0.0340,2.1795,0.0015
,0.0530,0.0386,2.4136,0.0017
,0.0550,0.0436,2.6628,0.0019
,0.0560,0.0462,2.7917,0.0021
,0.0570,0.0489,2.9233,0.0022
,0.0580,0.0517,3.0579,0.0024
,0.0590,0.0546,3.1960,0.0026
,0.0600,0.0575,3.3377,0.0028
,0.0610,0.0606,3.4832,0.0030
,0.0620,0.0638,3.6322,0.0032
,0.0630,0.0670,3.7846,0.0035
,0.0640,0.0703,3.9405,0.0040
,0.0650,0.0738,4.0999,0.0046
,0.0660,0.0773,4.2629,0.0054
,0.0670,0.0809,4.4290,0.0064
,0.0680,0.0846,4.5981,0.0077
,0.0690,0.0884,4.7711,0.0092
,0.0700,0.0923,4.9490,0.0110
,0.0710,0.0963,5.1317,0.0131
,0.0720,0.1003,5.3188,0.0153
,0.0730,0.1045,5.5097,0.0177
,0.0740,0.1088,5.7035,0.0204
,0.0750,0.1131,5.8996,0.0232
,0.0760,0.1175,6.0978,0.0263
,0.0770,0.1221,6.2985,0.0296
,0.0780,0.1267,6.5021,0.0332
,0.0790,0.1314,6.7085,0.0371
,0.0800,0.1362,6.9170,0.0412
,0.0810,0.1411,7.1278,0.0456
,0.0820,0.1461,7.3412,0.0503
,0.0830,0.1512,7.5577,0.0553
,0.0840,0.1563,7.7779,0.0604
,0.0850,0.1616,8.0016,0.0659
,0.0860,0.1669,8.2288,0.0715
,0.0870,0.1723,8.4598,0.0773
,0.0880,0.1779,8.6955,0.0833
,0.0890,0.1835,8.9365,0.0895
,0.0900,0.1892,9.1827,0.0959
,0.0910,0.1949,9.4328,0.1024
,0.0920,0.2008,9.6855,0.1091
,0.0930,0.2068,9.9405,0.1160
,0.0940,0.2128,10.1976,0.1231
,0.0950,0.2190,10.4572,0.1302
,0.0960,0.2252,10.7198,0.1375
,0.0970,0.2315,10.9861,0.1449
,0.0980,0.2379,11.2560,0.1524
,0.0990,0.2444,11.5292,0.1599
,0.1000,0.2509,11.8053,0.1676
,0.1010,0.2576,12.0845,0.1752
,0.1020,0.2643,12.3673,0.1830
,0.1030,0.2712,12.6540,0.1908
,0.1040,0.2781,12.9447,0.1987
,0.1050,0.2851,13.2396,0.2068
,0.1060,0.2922,13.5383,0.2149
,0.1070,0.2993,13.8407,0.2231
,0.1080,0.3066,14.1465,0.2314
,0.1090,0.3139,14.4553,0.2398
,0.1100,0.3213,14.7668,0.2481
,0.1110,0.3288,15.0809,0.2564
,0.1120,0.3364,15.3977,0.2647
,0.1130,0.3441,15.7172,0.2729
,0.1140,0.3519,16.0388,0.2812
,0.1150,0.3597,16.3617,0.2894
,0.1160,0.3676,16.6856,0.2976
,0.1170,0.3756,17.0106,0.3057
,0.1180,0.3837,17.3376,0.3138
,0.1190,0.3919,17.6673,0.3217
,0.1200,0.4001,18.0000,0.3296
,0.1210,0.4085,18.3351,0.3374
,0.1220,0.4169,18.6715,0.3451
,0.1230,0.4254,19.0091,0.3528
,0.1240,0.4340,19.3482,0.3605
,0.1250,0.4426,19.6896,0.3682
,0.1260,0.4514,20.0335,0.3759
,0.1270,0.4602,20.3800,0.3837
,0.1280,0.4691,20.7290,0.3915
,0.1290,0.4781,21.0800,0.3994
,0.1300,0.4871,21.4323,0.4073
,0.1310,0.4963,21.7851,0.4153
,0.1320,0.5055,22.1383,0.4233
,0.1330,0.5147,22.4924,0.4314
,0.1340,0.5241,22.8478,0.4395
,0.1350,0.5335,23.2045,0.4478
,0.1360,0.5429,23.5628,0.4561
,0.1370,0.5524,23.9227,0.4646
,0.1380,0.5620,24.2843,0.4732
,0.1390,0.5716,24.6473,0.4819
,0.1400,0.5813,25.0109,0.4907
,0.1410,0.5910,25.3746,0.4997
,0.1420,0.6008,25.7378,0.5088
,0.1430,0.6106,26.1009,0.5182
,0.1440,0.6204,26.4646,0.5277
,0.1450,0.6303,26.8292,0.5373
,0.1460,0.6402,27.1946,0.5471
,0.1470,0.6501,27.5605,0.5571
,0.1480,0.6600,27.9266,0.5671
,0.1490,0.6700,28.2922,0.5773
,0.1500,0.6800,28.6569,0.5875
,0.1510,0.6900,29.0199,0.5979
,0.1520,0.7000,29.3812,0.6083
,0.1530,0.7100,29.7411,0.6188
,0.1540,0.7200,30.1002,0.6293
,0.1550,0.7300,30.4592,0.6397
,0.1560,0.7401,30.8182,0.6501
,0.1570,0.7501,31.1764,0.6605
,0.1580,0.7601,31.5328,0.6708
,0.1590,0.7702,31.8872,0.6811
,0.1600,0.7802,32.2399,0.6914
,0.1610,0.7902,32.5912,0.7017
,0.1620,0.8002,32.9412,0.7119
,0.1630,0.8102,33.2898,0.7222
,0.1640,0.8202,33.6373,0.7324
,0.1650,0.8302,33.9842,0.7426
,0.1660,0.8402,34.3316,0.7528
,0.1670,0.8502,34.6802,0.7629
,0.1680,0.8602,35.0300,0.7730
,0.1690,0.8701,35.3800,0.7831
,0.1700,0.8801,35.7293,0.7931
,0.1710,0.8900,36.0777,0.8032
,0.1720,0.8999,36.4261,0.8132
,0.1730,0.9098,36.7753,0.8232
,0.1740,0.9198,37.1259,0.8333
,0.1750,0.9297,37.4774,0.8433
,0.1760,0.9395,37.8290,0.8533
,0.1770,0.9494,38.1800,0.8633
,0.1780,0.9593,38.5298,0.8732
,0.1790,0.9692,38.8785,0.8829
,0.1800,0.9790,39.2261,0.8926
,0.1810,0.9889,39.5727,0.9021
,0.1820,0.9987,39.9184,0.9116
,0.1830,1.0086,40.2636,0.9209
,0.1840,1.0184,40.6088,0.9301
,0.1850,1.0282,40.9546,0.9393
,0.1860,1.0380,41.3011,0.9484
,0.1870,1.0479,41.6476,0.9575
,0.1880,1.0577,41.9936,0.9664
,0.1890,1.0675,42.3384,0.9753
,0.1900,1.0773,42.6813,0.9842
,0.1910,1.0871,43.0218,0.9929
,0.1920,1.0970,43.3593,1.0016
,0.1930,1.1068,43.6938,1.0102
,0.1940,1.1166,44.0259,1.0188
,0.1950,1.1264,44.3562,1.0273
,0.1960,1.1362,44.6856,1.0358
,0.1970,1.1461,45.0148,1.0442
,0.1980,1.1559,45.3438,1.0525
,0.1990,1.1657,45.6728,1.0608
,0.2000,1.1756,46.0018,1.0691
,0.2010,1.1854,46.3310,1.0774
,0.2020,1.1953,46.6607,1.0858
,0.2030,1.2051,46.9910,1.0942
,0.2040,1.2150,47.3217,1.1027
,0.2050,1.2249,47.6526,1.1113
,0.2060,1.2348,47.9841,1.1201
,0.2070,1.2447,48.3168,1.1291
,0.2080,1.2546,48.6513,1.1382
,0.2090,1.2645,48.9877,1.1475
,0.2100,1.2744,49.3247,1.1570
,0.2110,1.2843,49.6605,1.1666
,0.2120,1.2942,49.9942,1.1764
,0.2130,1.3042,50.3257,1.1863
,0.2140,1.3141,50.6558,1.1964
,0.2150,1.3241,50.9851,1.2065
,0.2160,1.3340,51.3138,1.2166
,0.2170,1.3440,51.6411,1.2268
,0.2180,1.3540,51.9659,1.2369
,0.2190,1.3640,52.2882,1.2471
,0.2200,1.3740,52.6079,1.2573
,0.2210,1.3840,52.9254,1.2675
,0.2220,1.3940,53.2412,1.2777
,0.2230,1.4040,53.5554,1.2878
,0.2240,1.4141,53.8686,1.2980
,0.2250,1.4241,54.1817,1.3082
,0.2260,1.4342,54.4956,1.3184
,0.2270,1.4442,54.8100,1.3285
,0.2280,1.4543,55.1242,1.3386
,0.2290,1.4644,55.4372,1.3487
,0.2300,1.4745,55.7488,1.3588
,0.2310,1.4845,56.0594,1.3690
,0.2320,1.4946,56.3693,1.3791
,0.2330,1.5047,56.6789,1.3893
,0.2340,1.5148,56.9885,1.3996
,0.2350,1.5250,57.2979,1.4100
,0.2360,1.5351,57.6071,1.4204
,0.2370,1.5452,57.9157,1.4308
,0.2380,1.5553,58.2242,1.4413
,0.2390,1.5655,58.5329,1.4517
,0.2400,1.5756,58.8417,1.4622
,0.2410,1.5857,59.1496,1.4727
,0.2420,1.5959,59.4559,1.4833
,0.2430,1.6060,59.7605,1.4938
,0.2440,1.6162,60.0637,1.5044
,0.2450,1.6263,60.3662,1.5150
,0.2460,1.6365,60.6687,1.5256
,0.2470,1.6466,60.9713,1.5361
,0.2480,1.6568,61.2736,1.5465
,0.2490,1.6669,61.5754,1.5570
,0.2500,1.6771,61.8764,1.5674
,0.2510,1.6873,62.1764,1.5777
,0.2520,1.6974,62.4755,1.5881
,0.2530,1.7076,62.7729,1.5985
,0.2540,1.7177,63.0682,1.6089
,0.2550,1.7279,63.3618,1.6192
,0.2560,1.7381,63.6548,1.6295
,0.2570,1.7482,63.9481,1.6398
,0.2580,1.7584,64.2415,1.6500
,0.2590,1.7685,64.5343,1.6602
,0.2600,1.7787,64.8261,1.6704
,0.2610,1.7888,65.1175,1.6805
,0.2620,1.7990,65.4093,1.6907
,0.2630,1.8091,65.7020,1.7010
,0.2640,1.8193,65.9953,1.7114
,0.2650,1.8294,66.2883,1.7219
,0.2660,1.8395,66.5803,1.7326
,0.2670,1.8497,66.8700,1.7433
,0.2680,1.8598,67.1569,1.7542
