
1,Time,Displacement,Force
,(s),(mm),(N)
"","0.0000","0.0000","0.1328"
"","0.0200","0.0000","0.1479"
"","0.0400","0.0000","0.1418"
"","0.0600","0.0000","0.1276"
"","0.0800","0.0001","0.0871"
"","0.1000","0.0002","0.2566"
"","0.1200","0.0003","0.2579"
"","0.1400","0.0004","0.1593"
"","0.1600","0.0006","0.1184"
"","0.1800","0.0007","0.1790"
"","0.2000","0.0007","0.3041"
"","0.2200","0.0008","0.2437"
"","0.2400","0.0010","0.2153"
"","0.2600","0.0013","0.2028"
"","0.2800","0.0018","0.1033"
"","0.3000","0.0024","0.1721"
"","0.3200","0.0029","0.2189"
"","0.3400","0.0034","0.2348"
"","0.3600","0.0038","0.2769"
"","0.3800","0.0042","0.2968"
"","0.4000","0.0046","0.2444"
"","0.4200","0.0050","0.1549"
"","0.4400","0.0053","0.2471"
"","0.4600","0.0056","0.2129"
"","0.4800","0.0058","0.2217"
"","0.5000","0.0061","0.2410"
"","0.5200","0.0064","0.1305"
"","0.5400","0.0068","0.1696"
"","0.5600","0.0072","0.1984"
"","0.5800","0.0076","0.1678"
"","0.6000","0.0080","0.1684"
"","0.6200","0.0083","0.2090"
"","0.6400","0.0087","0.1971"
"","0.6600","0.0090","0.2130"
"","0.6800","0.0093","0.1943"
"","0.7000","0.0097","0.1307"
"","0.7200","0.0101","0.0974"
"","0.7400","0.0105","0.1970"
"","0.7600","0.0108","0.2070"
"","0.7800","0.0111","0.1507"
"","0.8000","0.0113","0.2021"
"","0.8200","0.0116","0.2140"
"","0.8400","0.0118","0.1805"
"","0.8600","0.0121","0.2518"
"","0.8800","0.0124","0.3367"
"","0.9000","0.0128","0.2272"
"","0.9200","0.0132","0.2249"
"","0.9400","0.0137","0.2532"
"","0.9600","0.0141","0.1797"
"","0.9800","0.0144","0.1894"
"","1.0000","0.0148","0.3321"
"","1.0200","0.0150","0.3007"
"","1.0400","0.0153","0.2599"
"","1.0600","0.0156","0.2367"
"","1.0800","0.0160","0.1932"
"","1.1000","0.0163","0.2620"
"","1.1200","0.0166","0.3390"
"","1.1400","0.0169","0.2859"
"","1.1600","0.0172","0.1968"
"","1.1800","0.0174","0.2418"
"","1.2000","0.0177","0.1968"
"","1.2200","0.0180","0.2221"
"","1.2400","0.0184","0.2916"
"","1.2600","0.0188","0.3699"
"","1.2800","0.0193","0.3297"
"","1.3000","0.0197","0.2683"
"","1.3200","0.0200","0.2479"
"","1.3400","0.0204","0.2123"
"","1.3600","0.0207","0.2900"
"","1.3800","0.0211","0.2425"
"","1.4000","0.0215","0.2705"
"","1.4200","0.0219","0.3103"
"","1.4400","0.0222","0.3199"
"","1.4600","0.0225","0.2827"
"","1.4800","0.0228","0.2434"
"","1.5000","0.0230","0.3737"
"","1.5200","0.0232","0.2849"
"","1.5400","0.0235","0.1847"
"","1.5600","0.0238","0.1386"
"","1.5800","0.0241","0.1710"
"","1.6000","0.0245","0.2179"
"","1.6200","0.0249","0.3463"
"","1.6400","0.0254","0.3545"
"","1.6600","0.0257","0.2793"
"","1.6800","0.0261","0.3184"
"","1.7000","0.0264","0.3368"
"","1.7200","0.0267","0.2833"
"","1.7400","0.0270","0.3152"
"","1.7600","0.0273","0.3476"
"","1.7800","0.0277","0.3289"
"","1.8000","0.0280","0.2886"
"","1.8200","0.0283","0.3919"
"","1.8400","0.0286","0.2354"
"","1.8600","0.0289","0.2275"
"","1.8800","0.0292","0.3119"
"","1.9000","0.0295","0.3031"
"","1.9200","0.0298","0.2730"
"","1.9400","0.0302","0.2927"
"","1.9600","0.0306","0.2562"
"","1.9800","0.0310","0.2976"
"","2.0000","0.0314","0.3427"
"","2.0200","0.0317","0.3072"
"","2.0400","0.0321","0.3097"
"","2.0600","0.0324","0.3711"
"","2.0800","0.0328","0.3239"
"","2.1000","0.0332","0.2609"
"","2.1200","0.0335","0.2800"
"","2.1400","0.0338","0.3090"
"","2.1600","0.0341","0.3546"
"","2.1800","0.0343","0.3807"
"","2.2000","0.0346","0.2876"
"","2.2200","0.0348","0.3388"
"","2.2400","0.0351","0.3862"
"","2.2600","0.0354","0.4392"
"","2.2800","0.0358","0.3578"
"","2.3000","0.0363","0.3241"
"","2.3200","0.0367","0.3838"
"","2.3400","0.0372","0.3225"
"","2.3600","0.0375","0.3639"
"","2.3800","0.0378","0.4278"
"","2.4000","0.0381","0.4007"
"","2.4200","0.0384","0.3063"
"","2.4400","0.0387","0.3278"
"","2.4600","0.0391","0.3778"
"","2.4800","0.0394","0.3155"
"","2.5000","0.0397","0.4063"
"","2.5200","0.0400","0.3944"
"","2.5400","0.0402","0.4352"
"","2.5600","0.0405","0.4093"
"","2.5800","0.0408","0.4167"
"","2.6000","0.0411","0.3559"
"","2.6200","0.0415","0.3711"
"","2.6400","0.0419","0.4000"
"","2.6600","0.0423","0.3359"
"","2.6800","0.0426","0.3070"
"","2.7000","0.0430","0.3444"
"","2.7200","0.0434","0.3301"
"","2.7400","0.0438","0.4627"
"","2.7600","0.0441","0.4921"
"","2.7800","0.0445","0.3816"
"","2.8000","0.0449","0.4075"
"","2.8200","0.0452","0.3497"
"","2.8400","0.0455","0.2859"
"","2.8600","0.0457","0.3246"
"","2.8800","0.0460","0.3968"
"","2.9000","0.0462","0.4254"
"","2.9200","0.0465","0.4149"
"","2.9400","0.0468","0.4289"
"","2.9600","0.0471","0.3413"
"","2.9800","0.0475","0.3645"
"","3.0000","0.0480","0.4552"
"","3.0200","0.0484","0.4988"
"","3.0400","0.0488","0.4861"
"","3.0600","0.0492","0.4922"
"","3.0800","0.0495","0.4913"
"","3.1000","0.0498","0.3855"
"","3.1200","0.0501","0.4460"
"","3.1400","0.0504","0.5147"
"","3.1600","0.0507","0.5305"
"","3.1800","0.0510","0.5133"
"","3.2000","0.0513","0.4776"
"","3.2200","0.0516","0.4537"
"","3.2400","0.0519","0.3715"
"","3.2600","0.0521","0.3900"
"","3.2800","0.0525","0.3997"
"","3.3000","0.0528","0.3544"
"","3.3200","0.0532","0.4255"
"","3.3400","0.0536","0.4526"
"","3.3600","0.0540","0.4717"
"","3.3800","0.0543","0.4849"
"","3.4000","0.0547","0.4998"
"","3.4200","0.0550","0.4930"
"","3.4400","0.0554","0.4298"
"","3.4600","0.0558","0.4092"
"","3.4800","0.0562","0.4171"
"","3.5000","0.0565","0.4484"
"","3.5200","0.0569","0.4584"
"","3.5400","0.0571","0.4866"
"","3.5600","0.0574","0.4909"
"","3.5800","0.0576","0.4540"
"","3.6000","0.0578","0.4917"
"","3.6200","0.0581","0.5916"
"","3.6400","0.0585","0.6029"
"","3.6600","0.0589","0.5745"
"","3.6800","0.0593","0.5551"
"","3.7000","0.0597","0.5103"
"","3.7200","0.0601","0.5233"
"","3.7400","0.0605","0.5449"
"","3.7600","0.0608","0.6008"
"","3.7800","0.0611","0.5029"
"","3.8000","0.0614","0.5569"
"","3.8200","0.0617","0.6219"
"","3.8400","0.0620","0.6017"
"","3.8600","0.0623","0.5081"
"","3.8800","0.0626","0.4724"
"","3.9000","0.0629","0.4532"
"","3.9200","0.0632","0.5266"
"","3.9400","0.0635","0.5034"
"","3.9600","0.0638","0.4993"
"","3.9800","0.0641","0.4972"
"","4.0000","0.0645","0.4147"
"","4.0200","0.0649","0.4211"
"","4.0400","0.0653","0.5335"
"","4.0600","0.0657","0.5756"
"","4.0800","0.0660","0.5253"
"","4.1000","0.0664","0.4707"
"","4.1200","0.0668","0.3864"
"","4.1400","0.0671","0.4275"
"","4.1600","0.0675","0.4801"
"","4.1800","0.0679","0.4962"
"","4.2000","0.0682","0.5222"
"","4.2200","0.0685","0.5314"
"","4.2400","0.0687","0.5389"
"","4.2600","0.0689","0.6091"
"","4.2800","0.0692","0.6534"
"","4.3000","0.0694","0.6013"
"","4.3200","0.0697","0.5319"
"","4.3400","0.0701","0.6126"
"","4.3600","0.0705","0.6244"
"","4.3800","0.0710","0.6639"
"","4.4000","0.0714","0.6166"
"","4.4200","0.0718","0.5424"
"","4.4400","0.0721","0.6218"
"","4.4600","0.0724","0.6254"
"","4.4800","0.0727","0.5488"
"","4.5000","0.0730","0.5549"
"","4.5200","0.0734","0.5337"
"","4.5400","0.0737","0.5029"
"","4.5600","0.0740","0.4678"
"","4.5800","0.0743","0.5426"
"","4.6000","0.0746","0.5365"
"","4.6200","0.0749","0.5306"
"","4.6400","0.0752","0.5337"
"","4.6600","0.0755","0.5660"
"","4.6800","0.0758","0.6165"
"","4.7000","0.0762","0.6995"
"","4.7200","0.0766","0.6904"
"","4.7400","0.0770","0.5934"
"","4.7600","0.0774","0.5256"
"","4.7800","0.0777","0.5262"
"","4.8000","0.0781","0.5434"
"","4.8200","0.0784","0.6067"
"","4.8400","0.0788","0.6165"
"","4.8600","0.0792","0.5579"
"","4.8800","0.0795","0.5622"
"","4.9000","0.0798","0.5364"
"","4.9200","0.0801","0.5967"
"","4.9400","0.0803","0.6512"
"","4.9600","0.0805","0.6654"
"","4.9800","0.0808","0.6293"
"","5.0000","0.0811","0.5963"
"","5.0200","0.0814","0.6374"
"","5.0400","0.0818","0.6190"
"","5.0600","0.0823","0.6229"
"","5.0800","0.0827","0.6564"
"","5.1000","0.0832","0.6459"
"","5.1200","0.0835","0.7012"
"","5.1400","0.0838","0.7372"
"","5.1600","0.0841","0.8091"
"","5.1800","0.0844","0.7422"
"","5.2000","0.0847","0.6895"
"","5.2200","0.0850","0.6573"
"","5.2400","0.0854","0.7028"
"","5.2600","0.0856","0.7008"
"","5.2800","0.0859","0.6767"
"","5.3000","0.0862","0.5620"
"","5.3200","0.0865","0.6286"
"","5.3400","0.0868","0.5872"
"","5.3600","0.0871","0.5889"
"","5.3800","0.0875","0.6694"
"","5.4000","0.0879","0.6161"
"","5.4200","0.0883","0.5287"
"","5.4400","0.0887","0.4947"
"","5.4600","0.0890","0.5121"
"","5.4800","0.0894","0.6844"
"","5.5000","0.0897","0.7489"
"","5.5200","0.0901","0.6879"
"","5.5400","0.0905","0.6424"
"","5.5600","0.0909","0.5804"
"","5.5800","0.0912","0.5435"
"","5.6000","0.0915","0.5776"
"","5.6200","0.0917","0.6276"
"","5.6400","0.0919","0.7130"
"","5.6600","0.0922","0.7045"
"","5.6800","0.0925","0.6252"
"","5.7000","0.0928","0.6272"
"","5.7200","0.0931","0.7027"
"","5.7400","0.0936","0.6422"
"","5.7600","0.0940","0.6304"
"","5.7800","0.0945","0.5724"
"","5.8000","0.0948","0.6188"
"","5.8200","0.0952","0.6705"
"","5.8400","0.0955","0.7220"
"","5.8600","0.0958","0.6490"
"","5.8800","0.0961","0.6512"
"","5.9000","0.0964","0.7330"
"","5.9200","0.0967","0.6400"
"","5.9400","0.0970","0.6078"
"","5.9600","0.0973","0.6094"
"","5.9800","0.0976","0.6792"
"","6.0000","0.0978","0.6713"
"","6.0200","0.0981","0.7084"
"","6.0400","0.0984","0.7014"
"","6.0600","0.0988","0.6929"
"","6.0800","0.0992","0.7155"
"","6.1000","0.0996","0.7823"
"","6.1200","0.1000","0.7115"
"","6.1400","0.1004","0.5752"
"","6.1600","0.1007","0.7132"
"","6.1800","0.1011","0.8100"
"","6.2000","0.1015","0.7542"
"","6.2200","0.1018","0.7132"
"","6.2400","0.1022","0.7058"
"","6.2600","0.1025","0.6312"
"","6.2800","0.1028","0.6766"
"","6.3000","0.1031","0.7106"
"","6.3200","0.1033","0.6891"
"","6.3400","0.1036","0.6818"
"","6.3600","0.1038","0.6405"
"","6.3800","0.1041","0.6807"
"","6.4000","0.1045","0.6773"
"","6.4200","0.1049","0.6434"
"","6.4400","0.1053","0.6898"
"","6.4600","0.1058","0.6921"
"","6.4800","0.1062","0.7963"
"","6.5000","0.1065","0.7834"
"","6.5200","0.1068","0.7619"
"","6.5400","0.1071","0.7731"
"","6.5600","0.1074","0.7301"
"","6.5800","0.1077","0.7848"
"","6.6000","0.1080","0.7767"
"","6.6200","0.1084","0.7431"
"","6.6400","0.1086","0.7247"
"","6.6600","0.1089","0.7311"
"","6.6800","0.1092","0.6793"
"","6.7000","0.1095","0.7386"
"","6.7200","0.1098","0.7621"
"","6.7400","0.1101","0.7415"
"","6.7600","0.1105","0.7441"
"","6.7800","0.1109","0.7830"
"","6.8000","0.1113","0.7389"
"","6.8200","0.1117","0.7079"
"","6.8400","0.1121","0.7254"
"","6.8600","0.1124","0.7953"
"","6.8800","0.1128","0.7673"
"","6.9000","0.1131","0.7960"
"","6.9200","0.1135","0.8251"
"","6.9400","0.1139","0.8314"
"","6.9600","0.1142","0.8000"
"","6.9800","0.1144","0.8528"
"","7.0000","0.1147","0.9019"
"","7.0200","0.1149","0.7884"
"","7.0400","0.1151","0.7753"
"","7.0600","0.1154","0.8202"
"","7.0800","0.1158","0.7623"
"","7.1000","0.1161","0.6960"
"","7.1200","0.1166","0.7417"
"","7.1400","0.1170","0.7075"
"","7.1600","0.1174","0.6525"
"","7.1800","0.1178","0.6888"
"","7.2000","0.1181","0.7932"
"","7.2200","0.1184","0.8369"
"","7.2400","0.1188","0.8554"
"","7.2600","0.1191","0.7247"
"","7.2800","0.1194","0.7073"
"","7.3000","0.1197","0.8231"
"","7.3200","0.1200","0.8465"
"","7.3400","0.1203","0.7701"
"","7.3600","0.1206","0.8020"
"","7.3800","0.1208","0.8029"
"","7.4000","0.1211","0.7717"
"","7.4200","0.1214","0.7405"
"","7.4400","0.1218","0.8172"
"","7.4600","0.1222","0.8265"
"","7.4800","0.1226","0.8207"
"","7.5000","0.1230","0.7559"
"","7.5200","0.1234","0.7360"
"","7.5400","0.1237","0.7419"
"","7.5600","0.1240","0.8371"
"","7.5800","0.1244","0.8488"
"","7.6000","0.1248","0.8468"
"","7.6200","0.1252","0.8293"
"","7.6400","0.1255","0.7913"
"","7.6600","0.1258","0.8441"
"","7.6800","0.1261","0.8557"
"","7.7000","0.1263","0.8384"
"","7.7200","0.1265","0.8422"
"","7.7400","0.1268","0.8629"
"","7.7600","0.1271","0.7746"
"","7.7800","0.1275","0.8923"
"","7.8000","0.1279","1.0256"
"","7.8200","0.1283","0.9457"
"","7.8400","0.1287","0.8460"
"","7.8600","0.1291","0.7583"
"","7.8800","0.1295","0.7085"
"","7.9000","0.1298","0.8371"
"","7.9200","0.1301","0.9327"
"","7.9400","0.1304","0.9016"
"","7.9600","0.1307","0.8318"
"","7.9800","0.1310","0.7477"
"","8.0000","0.1313","0.8096"
"","8.0200","0.1316","0.7472"
"","8.0400","0.1319","0.7796"
"","8.0600","0.1322","0.7542"
"","8.0800","0.1325","0.7612"
"","8.1000","0.1328","0.9181"
"","8.1200","0.1331","0.9436"
"","8.1400","0.1335","0.7947"
"","8.1600","0.1339","0.8180"
"","8.1800","0.1344","0.8694"
"","8.2000","0.1347","0.8278"
"","8.2200","0.1351","0.8484"
"","8.2400","0.1354","0.8479"
"","8.2600","0.1358","0.9142"
"","8.2800","0.1361","0.9330"
"","8.3000","0.1365","0.9537"
"","8.3200","0.1368","0.8654"
"","8.3400","0.1372","0.8092"
"","8.3600","0.1374","0.9225"
"","8.3800","0.1377","0.9140"
"","8.4000","0.1379","0.8088"
"","8.4200","0.1382","0.9226"
"","8.4400","0.1384","0.9330"
"","8.4600","0.1388","0.9309"
"","8.4800","0.1392","1.0069"
"","8.5000","0.1396","1.0008"
"","8.5200","0.1400","0.9067"
"","8.5400","0.1404","0.8978"
"","8.5600","0.1408","0.9181"
"","8.5800","0.1411","0.8976"
"","8.6000","0.1414","0.9853"
"","8.6200","0.1417","0.9929"
"","8.6400","0.1420","0.9500"
"","8.6600","0.1424","0.9327"
"","8.6800","0.1427","0.9390"
"","8.7000","0.1430","0.8974"
"","8.7200","0.1433","0.9303"
"","8.7400","0.1436","1.0369"
"","8.7600","0.1438","0.9694"
"","8.7800","0.1441","0.9441"
"","8.8000","0.1445","0.9392"
"","8.8200","0.1448","0.8836"
"","8.8400","0.1452","0.9030"
"","8.8600","0.1456","0.9415"
"","8.8800","0.1460","0.9273"
"","8.9000","0.1464","0.9305"
"","8.9200","0.1467","1.0087"
"","8.9400","0.1471","0.9686"
"","8.9600","0.1474","0.8368"
"","8.9800","0.1478","0.9044"
"","9.0000","0.1481","0.9669"
"","9.0200","0.1485","0.8493"
"","9.0400","0.1488","0.9188"
"","9.0600","0.1490","0.9763"
"","9.0800","0.1493","0.9120"
"","9.1000","0.1495","0.9007"
"","9.1200","0.1498","0.9136"
"","9.1400","0.1501","0.9811"
"","9.1600","0.1505","0.9591"
"","9.1800","0.1509","0.9517"
"","9.2000","0.1513","0.8518"
"","9.2200","0.1517","0.9008"
"","9.2400","0.1521","1.0403"
"","9.2600","0.1525","0.9798"
"","9.2800","0.1528","0.9168"
"","9.3000","0.1531","0.9354"
"","9.3200","0.1534","0.8941"
"","9.3400","0.1537","0.8626"
"","9.3600","0.1540","1.0285"
"","9.3800","0.1543","0.9896"
"","9.4000","0.1546","0.8965"
"","9.4200","0.1549","0.9639"
"","9.4400","0.1552","1.0331"
"","9.4600","0.1555","0.9325"
"","9.4800","0.1558","0.9645"
"","9.5000","0.1561","1.0416"
"","9.5200","0.1565","1.0111"
"","9.5400","0.1570","1.0288"
"","9.5600","0.1574","1.0604"
"","9.5800","0.1577","0.9374"
"","9.6000","0.1581","1.0087"
"","9.6200","0.1584","1.0837"
"","9.6400","0.1588","0.9464"
"","9.6600","0.1592","0.9706"
"","9.6800","0.1595","1.1239"
"","9.7000","0.1598","1.0312"
"","9.7200","0.1602","0.9910"
"","9.7400","0.1604","1.0690"
"","9.7600","0.1607","1.0084"
"","9.7800","0.1609","0.9147"
"","9.8000","0.1612","0.9578"
"","9.8200","0.1614","1.0054"
"","9.8400","0.1618","1.0388"
"","9.8600","0.1621","1.0561"
"","9.8800","0.1626","1.0630"
"","9.9000","0.1630","0.9069"
"","9.9200","0.1634","0.9924"
"","9.9400","0.1638","1.0108"
"","9.9600","0.1641","0.9876"
"","9.9800","0.1645","1.0458"
"","10.0000","0.1648","1.0764"
"","10.0200","0.1651","1.0138"
"","10.0400","0.1654","1.0302"
"","10.0600","0.1658","1.0421"
"","10.0800","0.1660","1.0029"
"","10.1000","0.1663","1.0777"
"","10.1200","0.1666","1.1783"
"","10.1400","0.1668","1.1119"
"","10.1600","0.1671","1.0029"
"","10.1800","0.1675","1.0613"
"","10.2000","0.1678","1.0101"
"","10.2200","0.1682","0.9987"
"","10.2400","0.1686","1.0492"
"","10.2600","0.1690","1.0187"
"","10.2800","0.1694","1.0225"
"","10.3000","0.1697","1.0503"
"","10.3200","0.1701","1.0555"
"","10.3400","0.1704","1.0202"
"","10.3600","0.1708","1.0423"
"","10.3800","0.1712","1.0443"
"","10.4000","0.1715","0.9999"
"","10.4200","0.1718","1.0952"
"","10.4400","0.1721","1.0853"
"","10.4600","0.1723","1.0168"
"","10.4800","0.1726","1.0460"
"","10.5000","0.1728","1.0714"
"","10.5200","0.1731","1.0579"
"","10.5400","0.1735","1.0547"
"","10.5600","0.1739","1.0891"
"","10.5800","0.1743","1.0998"
"","10.6000","0.1748","1.1137"
"","10.6200","0.1751","1.1543"
"","10.6400","0.1754","1.0339"
"","10.6600","0.1757","0.9686"
"","10.6800","0.1761","1.0854"
"","10.7000","0.1764","1.1105"
"","10.7200","0.1767","1.0679"
"","10.7400","0.1770","1.0743"
"","10.7600","0.1774","0.9992"
"","10.7800","0.1777","1.0256"
"","10.8000","0.1779","1.1199"
"","10.8200","0.1782","1.1108"
"","10.8400","0.1785","1.0427"
"","10.8600","0.1788","1.0979"
"","10.8800","0.1792","1.1125"
"","10.9000","0.1795","1.1644"
"","10.9200","0.1800","1.0978"
"","10.9400","0.1803","1.0562"
"","10.9600","0.1807","1.0816"
"","10.9800","0.1811","1.1461"
"","11.0000","0.1814","1.2084"
"","11.0200","0.1817","1.1163"
"","11.0400","0.1821","1.1071"
"","11.0600","0.1825","1.1019"
"","11.0800","0.1829","1.0552"
"","11.1000","0.1832","1.1122"
"","11.1200","0.1834","1.2276"
"","11.1400","0.1837","1.1131"
"","11.1600","0.1839","1.0967"
"","11.1800","0.1842","1.1007"
"","11.2000","0.1844","1.1282"
"","11.2200","0.1848","1.1013"
"","11.2400","0.1851","1.1442"
"","11.2600","0.1856","1.0850"
"","11.2800","0.1860","1.0830"
"","11.3000","0.1864","1.1687"
"","11.3200","0.1868","1.1705"
"","11.3400","0.1871","1.1275"
"","11.3600","0.1874","1.1214"
"","11.3800","0.1877","1.1155"
"","11.4000","0.1880","1.0932"
"","11.4200","0.1884","1.0514"
"","11.4400","0.1887","1.0846"
"","11.4600","0.1890","1.0861"
"","11.4800","0.1893","1.1118"
"","11.5000","0.1896","1.1315"
"","11.5200","0.1898","1.1209"
"","11.5400","0.1901","1.1317"
"","11.5600","0.1905","1.1444"
"","11.5800","0.1908","1.2116"
"","11.6000","0.1912","1.1394"
"","11.6200","0.1916","1.1233"
"","11.6400","0.1920","1.0687"
"","11.6600","0.1924","1.0970"
"","11.6800","0.1927","1.1648"
"","11.7000","0.1931","1.2839"
"","11.7200","0.1934","1.2616"
"","11.7400","0.1938","1.1466"
"","11.7600","0.1942","1.0845"
"","11.7800","0.1945","1.0475"
"","11.8000","0.1948","1.1633"
"","11.8200","0.1951","1.1561"
"","11.8400","0.1953","1.1204"
"","11.8600","0.1955","1.0783"
"","11.8800","0.1958","1.0975"
"","11.9000","0.1961","1.1496"
"","11.9200","0.1965","1.2070"
"","11.9400","0.1969","1.1575"
"","11.9600","0.1973","1.1161"
"","11.9800","0.1977","1.2825"
"","12.0000","0.1981","1.3688"
"","12.0200","0.1984","1.2225"
"","12.0400","0.1987","1.1406"
"","12.0600","0.1990","1.1923"
"","12.0800","0.1994","1.1754"
"","12.1000","0.1997","1.2350"
"","12.1200","0.2000","1.3110"
"","12.1400","0.2003","1.2684"
"","12.1600","0.2006","1.1805"
"","12.1800","0.2009","1.2152"
"","12.2000","0.2012","1.2316"
"","12.2200","0.2015","1.1190"
"","12.2400","0.2018","1.1594"
"","12.2600","0.2022","1.2208"
"","12.2800","0.2026","1.2052"
"","12.3000","0.2030","1.2375"
"","12.3200","0.2034","1.2034"
"","12.3400","0.2037","1.2252"
"","12.3600","0.2041","1.2095"
"","12.3800","0.2044","1.2739"
"","12.4000","0.2047","1.2186"
"","12.4200","0.2051","1.2298"
"","12.4400","0.2055","1.2557"
"","12.4600","0.2058","1.1842"
"","12.4800","0.2061","1.2070"
"","12.5000","0.2064","1.2956"
"","12.5200","0.2066","1.1987"
"","12.5400","0.2069","1.1875"
"","12.5600","0.2071","1.1993"
"","12.5800","0.2074","1.2162"
"","12.6000","0.2077","1.2050"
"","12.6200","0.2081","1.2408"
"","12.6400","0.2086","1.2175"
"","12.6600","0.2090","1.2073"
"","12.6800","0.2094","1.2493"
"","12.7000","0.2098","1.2295"
"","12.7200","0.2101","1.2626"
"","12.7400","0.2104","1.2835"
"","12.7600","0.2107","1.1867"
"","12.7800","0.2111","1.1298"
"","12.8000","0.2114","1.1696"
"","12.8200","0.2117","1.1761"
"","12.8400","0.2120","1.2337"
"","12.8600","0.2123","1.2410"
"","12.8800","0.2125","1.3398"
"","12.9000","0.2128","1.2466"
"","12.9200","0.2131","1.1622"
"","12.9400","0.2135","1.2052"
"","12.9600","0.2138","1.2550"
"","12.9800","0.2142","1.3120"
"","13.0000","0.2146","1.2973"
"","13.0200","0.2150","1.2193"
"","13.0400","0.2154","1.2188"
"","13.0600","0.2157","1.2336"
"","13.0800","0.2161","1.2496"
"","13.1000","0.2164","1.2687"
"","13.1200","0.2168","1.2873"
"","13.1400","0.2172","1.2538"
"","13.1600","0.2176","1.2751"
"","13.1800","0.2178","1.3732"
"","13.2000","0.2181","1.3610"
"","13.2200","0.2183","1.2648"
"","13.2400","0.2185","1.2264"
"","13.2600","0.2188","1.1923"
"","13.2800","0.2191","1.2293"
"","13.3000","0.2195","1.2361"
"","13.3200","0.2199","1.2644"
"","13.3400","0.2204","1.2151"
"","13.3600","0.2208","1.2237"
"","13.3800","0.2211","1.2358"
"","13.4000","0.2214","1.2749"
"","13.4200","0.2217","1.3123"
"","13.4400","0.2220","1.3132"
"","13.4600","0.2224","1.3471"
"","13.4800","0.2227","1.3122"
"","13.5000","0.2230","1.3646"
"","13.5200","0.2233","1.3412"
"","13.5400","0.2236","1.2957"
"","13.5600","0.2239","1.2966"
"","13.5800","0.2242","1.1876"
"","13.6000","0.2245","1.2114"
"","13.6200","0.2248","1.2933"
"","13.6400","0.2252","1.3206"
"","13.6600","0.2256","1.3001"
"","13.6800","0.2260","1.2263"
"","13.7000","0.2264","1.3032"
"","13.7200","0.2267","1.3193"
"","13.7400","0.2271","1.3912"
"","13.7600","0.2274","1.3882"
"","13.7800","0.2278","1.3536"
"","13.8000","0.2282","1.3603"
"","13.8200","0.2285","1.3326"
"","13.8400","0.2289","1.3072"
"","13.8600","0.2292","1.3327"
"","13.8800","0.2294","1.4252"
"","13.9000","0.2296","1.3697"
"","13.9200","0.2299","1.3134"
"","13.9400","0.2301","1.2877"
"","13.9600","0.2304","1.2780"
"","13.9800","0.2308","1.3274"
"","14.0000","0.2312","1.3454"
"","14.0200","0.2316","1.2763"
"","14.0400","0.2321","1.2608"
"","14.0600","0.2325","1.2603"
"","14.0800","0.2328","1.3019"
"","14.1000","0.2331","1.4184"
"","14.1200","0.2334","1.3477"
"","14.1400","0.2337","1.2873"
"","14.1600","0.2341","1.2565"
"","14.1800","0.2344","1.2689"
"","14.2000","0.2347","1.3596"
"","14.2200","0.2350","1.3751"
"","14.2400","0.2353","1.3524"
"","14.2600","0.2355","1.3339"
"","14.2800","0.2358","1.2702"
"","14.3000","0.2361","1.3316"
"","14.3200","0.2365","1.3602"
"","14.3400","0.2369","1.2345"
"","14.3600","0.2373","1.2720"
"","14.3800","0.2377","1.3295"
"","14.4000","0.2380","1.3564"
"","14.4200","0.2384","1.3285"
"","14.4400","0.2387","1.2884"
"","14.4600","0.2391","1.3046"
"","14.4800","0.2394","1.3672"
"","14.5000","0.2398","1.3871"
"","14.5200","0.2402","1.4104"
"","14.5400","0.2405","1.4357"
"","14.5600","0.2408","1.4380"
"","14.5800","0.2410","1.4143"
"","14.6000","0.2413","1.4430"
"","14.6200","0.2415","1.4438"
"","14.6400","0.2418","1.4062"
"","14.6600","0.2421","1.3497"
"","14.6800","0.2425","1.3323"
"","14.7000","0.2429","1.3198"
"","14.7200","0.2434","1.3937"
"","14.7400","0.2438","1.3904"
"","14.7600","0.2441","1.3839"
"","14.7800","0.2444","1.3453"
"","14.8000","0.2447","1.3574"
"","14.8200","0.2451","1.4122"
"","14.8400","0.2454","1.4218"
"","14.8600","0.2457","1.3920"
"","14.8800","0.2460","1.4381"
"","14.9000","0.2463","1.4749"
"","14.9200","0.2466","1.4356"
"","14.9400","0.2469","1.3847"
"","14.9600","0.2472","1.2837"
"","14.9800","0.2475","1.2794"
"","15.0000","0.2478","1.3510"
"","15.0200","0.2482","1.4499"
"","15.0400","0.2486","1.5370"
"","15.0600","0.2490","1.4924"
"","15.0800","0.2494","1.3701"
"","15.1000","0.2497","1.4384"
"","15.1200","0.2500","1.4011"
"","15.1400","0.2504","1.4002"
"","15.1600","0.2507","1.4209"
"","15.1800","0.2511","1.4544"
"","15.2000","0.2515","1.4209"
"","15.2200","0.2518","1.3915"
"","15.2400","0.2521","1.4171"
"","15.2600","0.2524","1.4374"
"","15.2800","0.2526","1.3702"
"","15.3000","0.2529","1.3570"
"","15.3200","0.2531","1.3680"
"","15.3400","0.2534","1.3589"
"","15.3600","0.2538","1.4469"
"","15.3800","0.2542","1.4368"
"","15.4000","0.2547","1.3786"
"","15.4200","0.2551","1.4025"
"","15.4400","0.2555","1.4221"
"","15.4600","0.2558","1.4290"
"","15.4800","0.2561","1.4453"
"","15.5000","0.2564","1.4472"
