Specimen properties : Length,Specimen properties : Thickness,Specimen properties : Width
(mm),(mm),(mm)
"80.00","4.00","10.00"


1,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
"","0.0000","0.0000","0.0047","0.0049"
"","0.0050","0.0000","0.0107","0.0049"
"","0.0100","0.0000","0.0525","0.0050"
"","0.0150","0.0003","0.1472","0.0051"
"","0.0200","0.0010","0.2602","0.0054"
"","0.0250","0.0024","0.4001","0.0057"
"","0.0290","0.0044","0.5348","0.0060"
"","0.0330","0.0072","0.7045","0.0063"
"","0.0360","0.0100","0.8509","0.0066"
"","0.0390","0.0134","1.0173","0.0069"
"","0.0410","0.0160","1.1432","0.0071"
"","0.0430","0.0189","1.2788","0.0074"
"","0.0450","0.0221","1.4238","0.0076"
"","0.0470","0.0257","1.5773","0.0079"
"","0.0490","0.0296","1.7370","0.0083"
"","0.0510","0.0338","1.9049","0.0086"
"","0.0530","0.0384","2.0807","0.0091"
"","0.0550","0.0433","2.2646","0.0095"
"","0.0570","0.0485","2.4608","0.0100"
"","0.0590","0.0541","2.6682","0.0106"
"","0.0610","0.0601","2.8836","0.0113"
"","0.0630","0.0664","3.1104","0.0122"
"","0.0650","0.0731","3.3488","0.0138"
"","0.0670","0.0802","3.5962","0.0166"
"","0.0680","0.0838","3.7246","0.0185"
"","0.0690","0.0876","3.8573","0.0209"
"","0.0700","0.0914","3.9938","0.0237"
"","0.0710","0.0954","4.1334","0.0269"
"","0.0720","0.0994","4.2754","0.0306"
"","0.0730","0.1035","4.4201","0.0347"
"","0.0740","0.1077","4.5681","0.0391"
"","0.0750","0.1120","4.7199","0.0438"
"","0.0760","0.1164","4.8748","0.0488"
"","0.0770","0.1209","5.0317","0.0539"
"","0.0780","0.1254","5.1901","0.0592"
"","0.0790","0.1301","5.3504","0.0646"
"","0.0800","0.1348","5.5130","0.0700"
"","0.0810","0.1397","5.6785","0.0756"
"","0.0820","0.1446","5.8476","0.0811"
"","0.0830","0.1496","6.0204","0.0867"
"","0.0840","0.1547","6.1967","0.0924"
"","0.0850","0.1599","6.3760","0.0981"
"","0.0860","0.1652","6.5581","0.1038"
"","0.0870","0.1705","6.7433","0.1097"
"","0.0880","0.1760","6.9313","0.1157"
"","0.0890","0.1815","7.1217","0.1217"
"","0.0900","0.1871","7.3139","0.1279"
"","0.0910","0.1929","7.5079","0.1341"
"","0.0920","0.1987","7.7036","0.1403"
"","0.0930","0.2045","7.9008","0.1465"
"","0.0940","0.2105","8.0990","0.1527"
"","0.0950","0.2166","8.2981","0.1590"
"","0.0960","0.2227","8.4992","0.1654"
"","0.0970","0.2289","8.7036","0.1718"
"","0.0980","0.2353","8.9128","0.1785"
"","0.0990","0.2417","9.1267","0.1852"
"","0.1000","0.2482","9.3448","0.1922"
"","0.1010","0.2547","9.5663","0.1993"
"","0.1020","0.2614","9.7912","0.2066"
"","0.1030","0.2681","10.0195","0.2141"
"","0.1040","0.2749","10.2511","0.2218"
"","0.1050","0.2819","10.4855","0.2296"
"","0.1060","0.2888","10.7223","0.2377"
"","0.1070","0.2959","10.9614","0.2460"
"","0.1080","0.3031","11.2032","0.2544"
"","0.1090","0.3103","11.4478","0.2631"
"","0.1100","0.3177","11.6959","0.2721"
"","0.1110","0.3251","11.9475","0.2812"
"","0.1120","0.3326","12.2018","0.2906"
"","0.1130","0.3401","12.4578","0.3002"
"","0.1140","0.3478","12.7144","0.3099"
"","0.1150","0.3555","12.9717","0.3198"
