Specimen properties : Length,Specimen properties : Thickness,Specimen properties : Width
(mm),(mm),(mm)
"80.00","4.00","10.00"


1,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
"","0.0000","4.2139","0.0729","-0.0040"
"","0.1490","4.2192","0.2007","-0.0014"
"","0.1790","4.2230","0.3276","-0.0001"
"","0.1920","4.2248","0.4573","0.0004"
"","0.2070","4.2270","0.5833","0.0019"
"","0.2640","4.2342","0.7123","0.0099"
"","0.2880","4.2367","0.8404","0.0124"
"","0.3150","4.2393","0.9672","0.0149"
"","0.3740","4.2452","1.0990","0.0198"
"","0.4170","4.2494","1.2259","0.0223"
"","0.4600","4.2536","1.3544","0.0252"
"","0.4830","4.2560","1.4814","0.0281"
"","0.5200","4.2597","1.6074","0.0328"
"","0.5620","4.2638","1.7326","0.0395"
"","0.6180","4.2696","1.8652","0.0493"
"","0.6690","4.2746","1.9981","0.0557"
"","0.6790","4.2756","2.1347","0.0572"
"","0.6990","4.2776","2.2599","0.0600"
"","0.7500","4.2827","2.3927","0.0666"
"","0.7670","4.2844","2.5179","0.0686"
"","0.7870","4.2864","2.6502","0.0704"
"","0.8670","4.2944","2.7844","0.0758"
"","0.9360","4.3013","2.9117","0.0825"
"","0.9630","4.3040","3.0388","0.0842"
"","0.9850","4.3061","3.1723","0.0874"
"","1.0250","4.3101","3.2985","0.0930"
"","1.0510","4.3128","3.4282","0.0960"
"","1.1240","4.3200","3.5551","0.1032"
"","1.1470","4.3223","3.6840","0.1049"
"","1.1690","4.3245","3.8149","0.1071"
"","1.2250","4.3301","3.9418","0.1119"
"","1.2600","4.3336","4.0704","0.1157"
"","1.3180","4.3395","4.1964","0.1223"
"","1.3590","4.3436","4.3242","0.1316"
"","1.4010","4.3479","4.4556","0.1359"
"","1.4270","4.3506","4.5847","0.1376"
"","1.4450","4.3523","4.7136","0.1390"
"","1.4950","4.3573","4.8408","0.1438"
"","1.5080","4.3586","4.9713","0.1442"
"","1.5600","4.3637","5.0987","0.1471"
"","1.6110","4.3687","5.2320","0.1515"
"","1.6240","4.3701","5.3583","0.1531"
"","1.6990","4.3775","5.4879","0.1606"
"","1.7280","4.3804","5.6164","0.1626"
"","1.7670","4.3844","5.7418","0.1638"
"","1.8120","4.3888","5.8758","0.1669"
"","1.8810","4.3959","6.0066","0.1760"
"","1.9380","4.4014","6.1392","0.1811"
"","1.9520","4.4029","6.2659","0.1817"
"","1.9970","4.4075","6.3924","0.1845"
"","2.0300","4.4107","6.5218","0.1862"
"","2.1180","4.4195","6.6517","0.1926"
"","2.1350","4.4211","6.7812","0.1938"
"","2.1560","4.4232","6.9115","0.1958"
"","2.1720","4.4248","7.0444","0.1974"
"","2.2170","4.4294","7.1707","0.2046"
"","2.2860","4.4362","7.2967","0.2119"
"","2.3420","4.4419","7.4234","0.2151"
"","2.3590","4.4435","7.5492","0.2174"
"","2.4350","4.4513","7.6749","0.2295"
"","2.4630","4.4540","7.8049","0.2307"
"","2.4780","4.4555","7.9323","0.2315"
"","2.5330","4.4610","8.0595","0.2367"
"","2.6000","4.4677","8.1908","0.2461"
"","2.6210","4.4698","8.3167","0.2480"
"","2.6600","4.4738","8.4448","0.2506"
"","2.6860","4.4764","8.5700","0.2522"
"","2.7330","4.4809","8.6972","0.2568"
"","2.7900","4.4867","8.8226","0.2638"
"","2.8350","4.4911","8.9478","0.2705"
"","2.8640","4.4940","9.0739","0.2715"
"","2.9050","4.4982","9.2002","0.2753"
"","2.9680","4.5044","9.3268","0.2852"
"","2.9880","4.5064","9.4557","0.2876"
"","3.0740","4.5151","9.5866","0.2995"
"","3.0890","4.5166","9.7186","0.3025"
"","3.1120","4.5189","9.8462","0.3062"
"","3.1760","4.5253","9.9758","0.3124"
"","3.2170","4.5294","10.1021","0.3178"
"","3.2770","4.5354","10.2285","0.3235"
"","3.2990","4.5376","10.3572","0.3255"
"","3.3470","4.5424","10.4879","0.3310"
"","3.3970","4.5473","10.6159","0.3382"
"","3.4580","4.5535","10.7458","0.3463"
"","3.4900","4.5567","10.8723","0.3497"
"","3.5270","4.5603","11.0028","0.3524"
"","3.5500","4.5626","11.1286","0.3542"
"","3.6170","4.5694","11.2548","0.3616"
"","3.6750","4.5752","11.3807","0.3676"
"","3.7080","4.5786","11.5149","0.3711"
"","3.7320","4.5809","11.6404","0.3734"
"","3.7770","4.5854","11.7728","0.3792"
"","3.8320","4.5910","11.9006","0.3847"
"","3.8910","4.5968","12.0274","0.3927"
"","3.9490","4.6026","12.1635","0.3965"
"","3.9600","4.6036","12.2992","0.3978"
"","4.0430","4.6119","12.4246","0.4103"
"","4.0620","4.6139","12.5528","0.4127"
"","4.1210","4.6197","12.6813","0.4197"
"","4.1700","4.6248","12.8096","0.4260"
"","4.2400","4.6317","12.9379","0.4311"
"","4.2600","4.6338","13.0663","0.4334"
"","4.2910","4.6369","13.1920","0.4367"
"","4.3480","4.6425","13.3195","0.4409"
"","4.3770","4.6455","13.4455","0.4449"
"","4.4220","4.6500","13.5712","0.4502"
"","4.4960","4.6574","13.6996","0.4579"
"","4.5220","4.6600","13.8324","0.4610"
"","4.5390","4.6616","13.9579","0.4621"
"","4.6050","4.6681","14.0869","0.4638"
"","4.6250","4.6702","14.2125","0.4645"
"","4.6990","4.6775","14.3383","0.4731"
"","4.7300","4.6807","14.4663","0.4759"
"","4.7830","4.6859","14.5966","0.4783"
"","4.7990","4.6875","14.7260","0.4795"
"","4.8530","4.6931","14.8541","0.4843"
"","4.9260","4.7003","14.9803","0.4953"
"","4.9550","4.7033","15.1059","0.4976"
"","5.0630","4.7141","15.2343","0.5098"
"","5.0990","4.7177","15.3610","0.5127"
"","5.1190","4.7196","15.4901","0.5140"
"","5.1800","4.7256","15.6156","0.5195"
