Specimen properties : Length,Specimen properties : Thickness,Specimen properties : Width
(mm),(mm),(mm)
"80.00","4.00","10.00"


1,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
"","0.0000","0.0000","0.0062","0.0006"
"","0.0310","0.0009","0.1358","-0.0010"
"","0.0420","0.0034","0.2666","-0.0013"
"","0.0500","0.0069","0.4102","-0.0012"
"","0.0570","0.0112","0.5484","-0.0008"
"","0.0630","0.0158","0.7002","-0.0002"
"","0.0680","0.0199","0.8275","0.0006"
"","0.0740","0.0253","0.9726","0.0015"
"","0.0790","0.0298","1.1054","0.0023"
"","0.0840","0.0345","1.2615","0.0032"
"","0.0880","0.0382","1.4104","0.0040"
"","0.0920","0.0419","1.5661","0.0048"
"","0.0960","0.0456","1.7238","0.0056"
"","0.1000","0.0493","1.8892","0.0064"
"","0.1030","0.0521","2.0222","0.0071"
"","0.1060","0.0549","2.1595","0.0078"
"","0.1090","0.0577","2.2854","0.0085"
"","0.1130","0.0614","2.4449","0.0095"
"","0.1170","0.0653","2.5970","0.0105"
"","0.1210","0.0691","2.7395","0.0117"
"","0.1250","0.0730","2.8817","0.0128"
"","0.1290","0.0770","3.0141","0.0141"
"","0.1330","0.0810","3.1495","0.0154"
"","0.1370","0.0851","3.2932","0.0168"
"","0.1410","0.0892","3.4565","0.0182"
"","0.1440","0.0923","3.5854","0.0193"
"","0.1470","0.0955","3.7149","0.0205"
"","0.1510","0.0997","3.8704","0.0221"
"","0.1550","0.1040","4.0158","0.0238"
"","0.1590","0.1083","4.1645","0.0256"
"","0.1630","0.1126","4.3288","0.0274"
"","0.1660","0.1158","4.4573","0.0287"
"","0.1690","0.1190","4.5829","0.0300"
"","0.1730","0.1233","4.7321","0.0318"
"","0.1770","0.1276","4.8659","0.0336"
"","0.1810","0.1319","5.0148","0.0356"
"","0.1850","0.1361","5.1656","0.0382"
"","0.1890","0.1403","5.2993","0.0413"
"","0.1930","0.1445","5.4363","0.0445"
"","0.1970","0.1487","5.5848","0.0479"
"","0.2010","0.1529","5.7420","0.0517"
"","0.2050","0.1570","5.8931","0.0561"
"","0.2090","0.1611","6.0273","0.0610"
"","0.2130","0.1652","6.1704","0.0667"
"","0.2170","0.1692","6.3224","0.0747"
"","0.2210","0.1733","6.4697","0.0835"
"","0.2250","0.1773","6.6177","0.0925"
"","0.2290","0.1813","6.7787","0.1020"
"","0.2330","0.1853","6.9400","0.1123"
"","0.2370","0.1893","7.0923","0.1239"
"","0.2410","0.1933","7.2423","0.1362"
"","0.2450","0.1973","7.4002","0.1474"
"","0.2490","0.2013","7.5430","0.1566"
"","0.2530","0.2053","7.6841","0.1648"
"","0.2570","0.2093","7.8263","0.1719"
"","0.2610","0.2133","7.9629","0.1778"
"","0.2650","0.2173","8.0886","0.1830"
"","0.2700","0.2223","8.2246","0.1885"
"","0.2750","0.2273","8.3761","0.1929"
"","0.2790","0.2313","8.5136","0.1958"
"","0.2830","0.2353","8.6590","0.1987"
"","0.2870","0.2393","8.8099","0.2017"
"","0.2910","0.2433","8.9615","0.2052"
"","0.2950","0.2473","9.1267","0.2091"
"","0.2980","0.2503","9.2596","0.2124"
"","0.3010","0.2533","9.3928","0.2159"
"","0.3050","0.2573","9.5548","0.2208"
"","0.3090","0.2613","9.7028","0.2260"
"","0.3130","0.2653","9.8503","0.2311"
"","0.3170","0.2693","10.0028","0.2362"
"","0.3210","0.2733","10.1533","0.2413"
"","0.3250","0.2773","10.3024","0.2465"
"","0.3290","0.2813","10.4369","0.2517"
"","0.3330","0.2853","10.5744","0.2568"
"","0.3370","0.2893","10.7029","0.2618"
"","0.3410","0.2933","10.8319","0.2664"
"","0.3460","0.2983","10.9888","0.2720"
"","0.3500","0.3023","11.1140","0.2763"
"","0.3550","0.3073","11.2639","0.2814"
"","0.3600","0.3123","11.4143","0.2864"
"","0.3650","0.3173","11.5481","0.2915"
"","0.3700","0.3223","11.6990","0.2965"
"","0.3740","0.3263","11.8308","0.3003"
"","0.3780","0.3303","11.9648","0.3041"
"","0.3820","0.3343","12.0944","0.3079"
"","0.3860","0.3383","12.2256","0.3120"
"","0.3900","0.3423","12.3549","0.3163"
"","0.3940","0.3463","12.4950","0.3203"
"","0.3980","0.3503","12.6534","0.3241"
"","0.4020","0.3543","12.8177","0.3280"
"","0.4060","0.3583","12.9754","0.3321"
"","0.4100","0.3623","13.1208","0.3363"
"","0.4140","0.3663","13.2636","0.3407"
"","0.4180","0.3703","13.3997","0.3452"
"","0.4220","0.3743","13.5441","0.3498"
"","0.4260","0.3783","13.7012","0.3546"
"","0.4300","0.3823","13.8552","0.3596"
"","0.4340","0.3863","13.9954","0.3648"
"","0.4390","0.3913","14.1485","0.3713"
"","0.4440","0.3963","14.2974","0.3776"
"","0.4490","0.4014","14.4461","0.3836"
"","0.4530","0.4054","14.5730","0.3877"
"","0.4570","0.4094","14.7015","0.3914"
"","0.4620","0.4144","14.8574","0.3957"
"","0.4660","0.4184","14.9942","0.3990"
"","0.4700","0.4224","15.1433","0.4022"
"","0.4740","0.4264","15.2857","0.4054"
"","0.4780","0.4304","15.4304","0.4087"
"","0.4820","0.4344","15.5779","0.4118"
"","0.4860","0.4384","15.7287","0.4147"
"","0.4900","0.4424","15.8775","0.4172"
"","0.4940","0.4464","16.0305","0.4197"
"","0.4980","0.4504","16.1649","0.4221"
"","0.5030","0.4554","16.3177","0.4250"
"","0.5080","0.4604","16.4577","0.4279"
"","0.5130","0.4654","16.6018","0.4306"
"","0.5180","0.4704","16.7501","0.4333"
"","0.5220","0.4744","16.8794","0.4355"
"","0.5260","0.4784","17.0178","0.4377"
"","0.5300","0.4824","17.1522","0.4399"
"","0.5350","0.4874","17.3050","0.4429"
"","0.5390","0.4914","17.4345","0.4454"
"","0.5430","0.4954","17.5663","0.4478"
"","0.5470","0.4994","17.6950","0.4499"
"","0.5510","0.5034","17.8218","0.4518"
"","0.5560","0.5084","17.9679","0.4538"
"","0.5600","0.5124","18.0952","0.4555"
"","0.5640","0.5164","18.2220","0.4573"
"","0.5680","0.5204","18.3489","0.4594"
"","0.5720","0.5244","18.4757","0.4618"
"","0.5760","0.5284","18.6079","0.4649"
"","0.5800","0.5324","18.7387","0.4684"
"","0.5840","0.5364","18.8664","0.4724"
"","0.5880","0.5404","18.9967","0.4767"
