Specimen properties : Length,Specimen properties : Thickness,Specimen properties : Width
(mm),(mm),(mm)
"80.00","4.00","10.00"


1,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
"","0.0000","0.0000","-0.0672","-0.0014"
"","0.0050","0.0000","-0.0757","-0.0015"
"","0.0100","0.0000","-0.0598","-0.0014"
"","0.0150","0.0003","0.0080","-0.0013"
"","0.0200","0.0010","0.0968","-0.0012"
"","0.0250","0.0025","0.2300","-0.0010"
"","0.0290","0.0045","0.3954","-0.0008"
"","0.0320","0.0065","0.5496","-0.0007"
"","0.0350","0.0091","0.7305","-0.0006"
"","0.0370","0.0112","0.8662","-0.0005"
"","0.0390","0.0136","1.0132","-0.0003"
"","0.0410","0.0162","1.1692","-0.0002"
"","0.0430","0.0192","1.3344","0.0000"
"","0.0450","0.0224","1.5126","0.0002"
"","0.0470","0.0260","1.7056","0.0004"
"","0.0490","0.0300","1.9144","0.0007"
"","0.0510","0.0343","2.1416","0.0009"
"","0.0530","0.0389","2.3854","0.0013"
"","0.0540","0.0413","2.5113","0.0015"
"","0.0550","0.0439","2.6394","0.0018"
"","0.0560","0.0465","2.7698","0.0022"
"","0.0570","0.0492","2.9024","0.0028"
"","0.0580","0.0520","3.0365","0.0037"
"","0.0590","0.0549","3.1720","0.0048"
"","0.0600","0.0579","3.3095","0.0063"
"","0.0610","0.0610","3.4497","0.0080"
"","0.0620","0.0641","3.5936","0.0101"
"","0.0630","0.0674","3.7414","0.0124"
"","0.0640","0.0707","3.8928","0.0152"
"","0.0650","0.0742","4.0477","0.0182"
"","0.0660","0.0777","4.2063","0.0216"
"","0.0670","0.0813","4.3692","0.0253"
"","0.0680","0.0851","4.5364","0.0293"
"","0.0690","0.0889","4.7079","0.0335"
"","0.0700","0.0928","4.8837","0.0381"
"","0.0710","0.0968","5.0639","0.0429"
"","0.0720","0.1008","5.2483","0.0479"
"","0.0730","0.1050","5.4375","0.0532"
"","0.0740","0.1093","5.6323","0.0587"
"","0.0750","0.1137","5.8326","0.0644"
"","0.0760","0.1181","6.0373","0.0704"
"","0.0770","0.1226","6.2454","0.0766"
"","0.0780","0.1273","6.4567","0.0830"
"","0.0790","0.1320","6.6718","0.0895"
"","0.0800","0.1368","6.8909","0.0963"
"","0.0810","0.1417","7.1134","0.1032"
"","0.0820","0.1467","7.3388","0.1102"
"","0.0830","0.1518","7.5673","0.1174"
"","0.0840","0.1570","7.7994","0.1247"
"","0.0850","0.1623","8.0365","0.1321"
"","0.0860","0.1676","8.2794","0.1395"
"","0.0870","0.1731","8.5279","0.1470"
"","0.0880","0.1786","8.7814","0.1545"
"","0.0890","0.1842","9.0392","0.1621"
"","0.0900","0.1899","9.3012","0.1697"
"","0.0910","0.1958","9.5678","0.1773"
"","0.0920","0.2016","9.8392","0.1849"
"","0.0930","0.2076","10.1150","0.1926"
"","0.0940","0.2137","10.3950","0.2003"
"","0.0950","0.2198","10.6788","0.2080"
"","0.0960","0.2261","10.9661","0.2158"
"","0.0970","0.2324","11.2570","0.2236"
"","0.0980","0.2388","11.5512","0.2314"
"","0.0990","0.2453","11.8488","0.2393"
"","0.1000","0.2519","12.1496","0.2473"
"","0.1010","0.2586","12.4535","0.2553"
"","0.1020","0.2654","12.7608","0.2633"
"","0.1030","0.2722","13.0712","0.2714"
"","0.1040","0.2792","13.3841","0.2793"
"","0.1050","0.2862","13.6989","0.2873"
"","0.1060","0.2933","14.0155","0.2952"
"","0.1070","0.3005","14.3339","0.3032"
"","0.1080","0.3078","14.6542","0.3111"
"","0.1090","0.3151","14.9770","0.3190"
