Specimen properties : Length,Specimen properties : Thickness,Specimen properties : Width
(mm),(mm),(mm)
"80.00","4.00","10.00"


1,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
"","0.0000","1.9449","0.0151","-0.0014"
"","0.0050","1.9449","0.0260","-0.0016"
"","0.0100","1.9450","0.0696","-0.0019"
"","0.0150","1.9452","0.1509","-0.0021"
"","0.0200","1.9459","0.2352","-0.0022"
"","0.0250","1.9474","0.3301","-0.0023"
"","0.0300","1.9500","0.4728","-0.0021"
"","0.0340","1.9531","0.6317","-0.0019"
"","0.0370","1.9561","0.7754","-0.0016"
"","0.0400","1.9597","0.9528","-0.0013"
"","0.0420","1.9625","1.0906","-0.0011"
"","0.0440","1.9656","1.2429","-0.0008"
"","0.0460","1.9690","1.4042","-0.0005"
"","0.0480","1.9728","1.5736","-0.0002"
"","0.0500","1.9769","1.7530","0.0002"
"","0.0520","1.9813","1.9404","0.0005"
"","0.0540","1.9861","2.1339","0.0010"
"","0.0560","1.9912","2.3358","0.0014"
"","0.0580","1.9967","2.5436","0.0019"
"","0.0600","2.0026","2.7613","0.0025"
"","0.0620","2.0088","2.9933","0.0031"
"","0.0640","2.0154","3.2367","0.0038"
"","0.0650","2.0188","3.3622","0.0042"
"","0.0660","2.0223","3.4908","0.0048"
"","0.0670","2.0259","3.6226","0.0055"
"","0.0680","2.0296","3.7572","0.0065"
"","0.0690","2.0334","3.8944","0.0076"
"","0.0700","2.0373","4.0345","0.0090"
"","0.0710","2.0413","4.1776","0.0106"
"","0.0720","2.0453","4.3239","0.0125"
"","0.0730","2.0495","4.4734","0.0146"
"","0.0740","2.0538","4.6263","0.0169"
"","0.0750","2.0581","4.7825","0.0194"
"","0.0760","2.0625","4.9421","0.0222"
"","0.0770","2.0670","5.1048","0.0252"
"","0.0780","2.0717","5.2701","0.0284"
"","0.0790","2.0764","5.4383","0.0319"
"","0.0800","2.0812","5.6094","0.0357"
"","0.0810","2.0860","5.7831","0.0399"
"","0.0820","2.0910","5.9589","0.0444"
"","0.0830","2.0961","6.1367","0.0491"
"","0.0840","2.1012","6.3159","0.0542"
"","0.0850","2.1065","6.4963","0.0595"
"","0.0860","2.1118","6.6779","0.0650"
"","0.0870","2.1172","6.8617","0.0707"
"","0.0880","2.1227","7.0492","0.0766"
"","0.0890","2.1283","7.2413","0.0826"
"","0.0900","2.1340","7.4381","0.0888"
"","0.0910","2.1398","7.6390","0.0951"
"","0.0920","2.1456","7.8427","0.1015"
"","0.0930","2.1516","8.0479","0.1082"
"","0.0940","2.1576","8.2537","0.1150"
"","0.0950","2.1637","8.4601","0.1219"
