Specimen properties : Length,Specimen properties : Thickness,Specimen properties : Width
(mm),(mm),(mm)
"80.00","4.00","10.00"


1,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
"","0.0000","0.0000","0.0339","-0.0037"
"","0.0050","0.0000","0.0847","-0.0041"
"","0.0100","0.0000","0.1202","-0.0045"
"","0.0150","0.0003","0.1958","-0.0048"
"","0.0200","0.0010","0.2723","-0.0052"
"","0.0250","0.0025","0.3867","-0.0054"
"","0.0290","0.0045","0.5182","-0.0057"
"","0.0330","0.0073","0.6889","-0.0059"
"","0.0360","0.0101","0.8529","-0.0060"
"","0.0380","0.0123","0.9787","-0.0060"
"","0.0400","0.0148","1.1160","-0.0060"
"","0.0420","0.0176","1.2639","-0.0060"
"","0.0440","0.0207","1.4225","-0.0059"
"","0.0460","0.0242","1.5922","-0.0057"
"","0.0480","0.0279","1.7754","-0.0055"
"","0.0500","0.0320","1.9717","-0.0053"
"","0.0520","0.0365","2.1780","-0.0049"
"","0.0540","0.0413","2.3918","-0.0045"
"","0.0560","0.0464","2.6099","-0.0040"
"","0.0580","0.0519","2.8362","-0.0035"
"","0.0600","0.0578","3.0744","-0.0029"
"","0.0620","0.0640","3.3204","-0.0022"
"","0.0630","0.0673","3.4463","-0.0018"
"","0.0640","0.0706","3.5747","-0.0015"
"","0.0650","0.0741","3.7059","-0.0011"
"","0.0660","0.0776","3.8406","-0.0006"
"","0.0670","0.0812","3.9794","-0.0001"
"","0.0680","0.0849","4.1226","0.0006"
"","0.0690","0.0887","4.2702","0.0015"
"","0.0700","0.0926","4.4217","0.0027"
"","0.0710","0.0966","4.5765","0.0042"
"","0.0720","0.1007","4.7344","0.0061"
"","0.0730","0.1049","4.8959","0.0083"
"","0.0740","0.1091","5.0618","0.0109"
"","0.0750","0.1135","5.2318","0.0138"
"","0.0760","0.1179","5.4051","0.0170"
"","0.0770","0.1224","5.5811","0.0207"
"","0.0780","0.1271","5.7593","0.0247"
"","0.0790","0.1318","5.9401","0.0292"
"","0.0800","0.1366","6.1245","0.0341"
"","0.0810","0.1415","6.3129","0.0394"
"","0.0820","0.1465","6.5047","0.0451"
"","0.0830","0.1515","6.6994","0.0511"
"","0.0840","0.1567","6.8966","0.0574"
"","0.0850","0.1619","7.0972","0.0639"
"","0.0860","0.1673","7.3020","0.0706"
"","0.0870","0.1727","7.5111","0.0775"
"","0.0880","0.1782","7.7244","0.0846"
"","0.0890","0.1838","7.9418","0.0917"
"","0.0900","0.1895","8.1634","0.0990"
"","0.0910","0.1953","8.3889","0.1063"
"","0.0920","0.2012","8.6177","0.1137"
"","0.0930","0.2072","8.8491","0.1211"
"","0.0940","0.2132","9.0826","0.1285"
"","0.0950","0.2193","9.3184","0.1360"
"","0.0960","0.2256","9.5570","0.1437"
"","0.0970","0.2319","9.7986","0.1514"
"","0.0980","0.2383","10.0431","0.1593"
"","0.0990","0.2447","10.2905","0.1674"
"","0.1000","0.2513","10.5413","0.1755"
"","0.1010","0.2580","10.7964","0.1837"
"","0.1020","0.2647","11.0556","0.1920"
