Specimen properties : Length,Specimen properties : Thickness,Specimen properties : Width
(mm),(mm),(mm)
"80.00","4.00","10.00"


1,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
"","0.0000","0.0000","0.0427","-0.0037"
"","0.0050","0.0000","0.0581","-0.0035"
"","0.0100","0.0000","0.0924","-0.0034"
"","0.0150","0.0003","0.1715","-0.0034"
"","0.0200","0.0010","0.2558","-0.0034"
"","0.0250","0.0024","0.3728","-0.0034"
"","0.0300","0.0049","0.4831","-0.0035"
"","0.0340","0.0078","0.6107","-0.0036"
"","0.0380","0.0116","0.7739","-0.0037"
"","0.0410","0.0153","0.9095","-0.0039"
"","0.0440","0.0195","1.0649","-0.0042"
"","0.0470","0.0244","1.2393","-0.0046"
"","0.0500","0.0301","1.4265","-0.0050"
"","0.0520","0.0343","1.5642","-0.0054"
"","0.0540","0.0388","1.7092","-0.0058"
"","0.0560","0.0436","1.8543","-0.0063"
"","0.0580","0.0488","2.0010","-0.0068"
"","0.0600","0.0543","2.1530","-0.0074"
"","0.0620","0.0602","2.3141","-0.0081"
"","0.0640","0.0664","2.4928","-0.0089"
"","0.0660","0.0729","2.6871","-0.0097"
"","0.0680","0.0799","2.8921","-0.0106"
"","0.0700","0.0871","3.1085","-0.0116"
"","0.0720","0.0948","3.3392","-0.0129"
"","0.0740","0.1028","3.5875","-0.0153"
"","0.0750","0.1069","3.7183","-0.0170"
"","0.0760","0.1111","3.8526","-0.0192"
"","0.0770","0.1154","3.9897","-0.0219"
"","0.0780","0.1198","4.1293","-0.0250"
"","0.0790","0.1243","4.2715","-0.0286"
"","0.0800","0.1289","4.4168","-0.0326"
"","0.0810","0.1336","4.5656","-0.0371"
"","0.0820","0.1383","4.7186","-0.0419"
"","0.0830","0.1432","4.8760","-0.0471"
"","0.0840","0.1481","5.0375","-0.0525"
"","0.0850","0.1531","5.2031","-0.0582"
"","0.0860","0.1582","5.3725","-0.0642"
"","0.0870","0.1634","5.5455","-0.0703"
"","0.0880","0.1687","5.7220","-0.0766"
"","0.0890","0.1741","5.9013","-0.0829"
"","0.0900","0.1795","6.0832","-0.0892"
"","0.0910","0.1851","6.2676","-0.0954"
"","0.0920","0.1907","6.4551","-0.1016"
"","0.0930","0.1964","6.6464","-0.1078"
"","0.0940","0.2022","6.8418","-0.1139"
"","0.0950","0.2081","7.0412","-0.1199"
"","0.0960","0.2141","7.2440","-0.1258"
"","0.0970","0.2202","7.4494","-0.1317"
"","0.0980","0.2263","7.6571","-0.1375"
"","0.0990","0.2326","7.8673","-0.1433"
"","0.1000","0.2389","8.0807","-0.1491"
"","0.1010","0.2453","8.2977","-0.1547"
"","0.1020","0.2518","8.5183","-0.1602"
"","0.1030","0.2584","8.7426","-0.1655"
"","0.1040","0.2651","8.9705","-0.1707"
"","0.1050","0.2718","9.2023","-0.1757"
"","0.1060","0.2787","9.4378","-0.1806"
"","0.1070","0.2856","9.6767","-0.1853"
"","0.1080","0.2926","9.9190","-0.1899"
"","0.1090","0.2997","10.1641","-0.1944"
"","0.1100","0.3069","10.4115","-0.1987"
"","0.1110","0.3141","10.6609","-0.2029"
"","0.1120","0.3215","10.9126","-0.2069"
"","0.1130","0.3289","11.1668","-0.2108"
"","0.1140","0.3364","11.4237","-0.2145"
"","0.1150","0.3440","11.6836","-0.2181"
"","0.1160","0.3517","11.9468","-0.2214"
"","0.1170","0.3595","12.2136","-0.2246"
"","0.1180","0.3673","12.4839","-0.2277"
"","0.1190","0.3753","12.7578","-0.2305"
"","0.1200","0.3833","13.0353","-0.2332"
"","0.1210","0.3914","13.3161","-0.2356"
"","0.1220","0.3996","13.6000","-0.2380"
"","0.1230","0.4078","13.8866","-0.2401"
"","0.1240","0.4162","14.1755","-0.2420"
"","0.1250","0.4246","14.4666","-0.2439"
"","0.1260","0.4331","14.7602","-0.2455"
"","0.1270","0.4417","15.0566","-0.2470"
"","0.1280","0.4504","15.3556","-0.2483"
"","0.1290","0.4591","15.6566","-0.2495"
"","0.1300","0.4679","15.9597","-0.2506"
"","0.1310","0.4769","16.2650","-0.2514"
"","0.1320","0.4858","16.5721","-0.2522"
"","0.1330","0.4949","16.8798","-0.2528"
"","0.1340","0.5040","17.1870","-0.2532"
"","0.1350","0.5132","17.4931","-0.2535"
"","0.1360","0.5225","17.7984","-0.2536"
"","0.1370","0.5319","18.1041","-0.2536"
"","0.1380","0.5413","18.4115","-0.2535"
"","0.1390","0.5508","18.7212","-0.2532"
"","0.1400","0.5603","19.0329","-0.2528"
"","0.1410","0.5699","19.3463","-0.2523"
"","0.1420","0.5795","19.6619","-0.2516"
"","0.1430","0.5892","19.9804","-0.2508"
"","0.1440","0.5989","20.3022","-0.2499"
"","0.1450","0.6087","20.6269","-0.2488"
"","0.1460","0.6185","20.9543","-0.2476"
"","0.1470","0.6283","21.2837","-0.2462"
"","0.1480","0.6382","21.6149","-0.2447"
"","0.1490","0.6481","21.9471","-0.2430"
"","0.1500","0.6581","22.2803","-0.2412"
"","0.1510","0.6680","22.6149","-0.2392"
"","0.1520","0.6780","22.9516","-0.2370"
"","0.1530","0.6880","23.2903","-0.2347"
"","0.1540","0.6980","23.6305","-0.2322"
"","0.1550","0.7080","23.9721","-0.2296"
"","0.1560","0.7180","24.3145","-0.2269"
"","0.1570","0.7280","24.6567","-0.2240"
"","0.1580","0.7381","24.9978","-0.2209"
"","0.1590","0.7481","25.3369","-0.2177"
"","0.1600","0.7581","25.6737","-0.2144"
"","0.1610","0.7682","26.0077","-0.2109"
"","0.1620","0.7782","26.3390","-0.2073"
"","0.1630","0.7882","26.6675","-0.2035"
"","0.1640","0.7982","26.9933","-0.1996"
"","0.1650","0.8083","27.3165","-0.1953"
"","0.1660","0.8183","27.6372","-0.1907"
"","0.1670","0.8283","27.9560","-0.1856"
"","0.1680","0.8383","28.2737","-0.1802"
"","0.1690","0.8483","28.5912","-0.1743"
"","0.1700","0.8582","28.9090","-0.1679"
"","0.1710","0.8682","29.2268","-0.1611"
"","0.1720","0.8781","29.5438","-0.1538"
"","0.1730","0.8881","29.8598","-0.1460"
"","0.1740","0.8980","30.1753","-0.1377"
"","0.1750","0.9080","30.4909","-0.1290"
"","0.1760","0.9179","30.8080","-0.1197"
"","0.1770","0.9278","31.1269","-0.1100"
"","0.1780","0.9377","31.4472","-0.0999"
"","0.1790","0.9476","31.7678","-0.0894"
"","0.1800","0.9574","32.0884","-0.0786"
"","0.1810","0.9673","32.4092","-0.0675"
"","0.1820","0.9772","32.7307","-0.0562"
"","0.1830","0.9870","33.0533","-0.0446"
"","0.1840","0.9969","33.3765","-0.0328"
"","0.1850","1.0067","33.6997","-0.0207"
"","0.1860","1.0165","34.0223","-0.0085"
"","0.1870","1.0264","34.3443","0.0039"
"","0.1880","1.0362","34.6658","0.0164"
"","0.1890","1.0460","34.9873","0.0290"
"","0.1900","1.0559","35.3090","0.0417"
"","0.1910","1.0657","35.6311","0.0545"
"","0.1920","1.0755","35.9536","0.0674"
"","0.1930","1.0853","36.2763","0.0804"
"","0.1940","1.0951","36.5995","0.0935"
"","0.1950","1.1049","36.9227","0.1067"
"","0.1960","1.1148","37.2454","0.1202"
"","0.1970","1.1246","37.5667","0.1337"
"","0.1980","1.1344","37.8862","0.1473"
"","0.1990","1.1442","38.2043","0.1608"
"","0.2000","1.1541","38.5217","0.1742"
"","0.2010","1.1639","38.8389","0.1875"
"","0.2020","1.1737","39.1562","0.2007"
"","0.2030","1.1836","39.4735","0.2138"
"","0.2040","1.1934","39.7896","0.2267"
"","0.2050","1.2033","40.1037","0.2395"
"","0.2060","1.2132","40.4160","0.2521"
"","0.2070","1.2230","40.7273","0.2646"
"","0.2080","1.2329","41.0386","0.2769"
"","0.2090","1.2428","41.3505","0.2891"
"","0.2100","1.2527","41.6627","0.3011"
"","0.2110","1.2626","41.9747","0.3130"
"","0.2120","1.2725","42.2861","0.3247"
"","0.2130","1.2824","42.5964","0.3362"
"","0.2140","1.2924","42.9059","0.3474"
"","0.2150","1.3023","43.2149","0.3584"
"","0.2160","1.3122","43.5238","0.3692"
"","0.2170","1.3222","43.8323","0.3798"
"","0.2180","1.3322","44.1402","0.3901"
"","0.2190","1.3421","44.4480","0.4002"
"","0.2200","1.3521","44.7564","0.4102"
"","0.2210","1.3621","45.0658","0.4201"
"","0.2220","1.3721","45.3760","0.4298"
"","0.2230","1.3821","45.6864","0.4395"
