Specimen properties : Length,Specimen properties : Thickness,Specimen properties : Width
(mm),(mm),(mm)
"80.00","4.00","10.00"


1,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
"","0.0000","0.0000","-0.0656","0.0013"
"","0.1170","0.0038","0.0625","0.0002"
"","0.1330","0.0046","0.1915","0.0005"
"","0.1780","0.0093","0.3176","0.0028"
"","0.1880","0.0108","0.4506","0.0034"
"","0.2560","0.0189","0.5835","0.0084"
"","0.2950","0.0229","0.7186","0.0075"
"","0.3060","0.0240","0.8436","0.0078"
"","0.3180","0.0252","0.9723","0.0086"
"","0.3770","0.0311","1.0987","0.0126"
"","0.3870","0.0321","1.2341","0.0136"
"","0.4670","0.0401","1.3596","0.0204"
"","0.4950","0.0429","1.4852","0.0237"
"","0.5470","0.0482","1.6104","0.0270"
"","0.5590","0.0493","1.7362","0.0278"
"","0.6260","0.0561","1.8678","0.0363"
"","0.6410","0.0576","1.9941","0.0378"
"","0.7090","0.0643","2.1241","0.0418"
"","0.7370","0.0672","2.2544","0.0445"
"","0.7600","0.0696","2.3828","0.0474"
"","0.8120","0.0747","2.5104","0.0541"
"","0.8240","0.0759","2.6364","0.0556"
"","0.8630","0.0799","2.7617","0.0589"
"","0.9240","0.0859","2.8880","0.0623"
"","0.9520","0.0887","3.0183","0.0635"
"","1.0130","0.0948","3.1477","0.0703"
"","1.0380","0.0972","3.2728","0.0733"
"","1.0610","0.0995","3.3992","0.0756"
"","1.1270","0.1062","3.5355","0.0809"
"","1.1390","0.1074","3.6697","0.0815"
"","1.1570","0.1091","3.7956","0.0832"
"","1.2470","0.1182","3.9224","0.0954"
"","1.2630","0.1197","4.0509","0.0971"
"","1.3000","0.1235","4.1825","0.0995"
"","1.3160","0.1251","4.3122","0.1009"
"","1.3670","0.1302","4.4380","0.1075"
"","1.3830","0.1318","4.5645","0.1093"
"","1.4430","0.1379","4.6972","0.1146"
"","1.4730","0.1408","4.8241","0.1166"
"","1.5060","0.1441","4.9571","0.1188"
"","1.5690","0.1505","5.0855","0.1243"
"","1.6280","0.1562","5.2135","0.1331"
"","1.6450","0.1579","5.3398","0.1352"
"","1.6720","0.1607","5.4680","0.1382"
"","1.6930","0.1629","5.5946","0.1405"
"","1.7210","0.1656","5.4638","0.1440"
"","1.7860","0.1721","5.5900","0.1555"
"","1.8110","0.1746","5.7214","0.1578"
"","1.8210","0.1756","5.8521","0.1586"
"","1.8940","0.1829","5.9821","0.1649"
"","1.9120","0.1848","6.1087","0.1669"
"","1.9380","0.1873","6.2414","0.1691"
"","1.9500","0.1885","6.3731","0.1705"
"","2.0220","0.1958","6.4986","0.1758"
"","2.0860","0.2021","6.6298","0.1863"
"","2.1380","0.2074","6.7550","0.1934"
"","2.1520","0.2088","6.8866","0.1937"
"","2.1870","0.2122","7.0174","0.1957"
"","2.2510","0.2186","7.1512","0.2033"
"","2.2650","0.2200","7.2865","0.2041"
"","2.3630","0.2298","7.4123","0.2129"
"","2.3960","0.2330","7.5404","0.2173"
"","2.4370","0.2371","7.6690","0.2198"
"","2.4500","0.2384","7.7973","0.2206"
"","2.5250","0.2460","7.9251","0.2259"
"","2.5640","0.2499","8.0513","0.2299"
"","2.5800","0.2516","8.1846","0.2311"
"","2.6430","0.2578","8.3137","0.2357"
"","2.6850","0.2620","8.4394","0.2394"
"","2.7000","0.2635","8.5670","0.2416"
"","2.7620","0.2697","8.6977","0.2460"
"","2.8050","0.2740","8.8236","0.2498"
"","2.8540","0.2789","8.9525","0.2539"
"","2.8900","0.2824","9.0781","0.2561"
"","2.9400","0.2875","9.2077","0.2637"
"","2.9850","0.2919","9.3367","0.2708"
"","3.0720","0.3007","9.4622","0.2745"
"","3.0860","0.3020","9.5969","0.2754"
"","3.1060","0.3040","9.7249","0.2763"
"","3.1890","0.3124","9.8517","0.2832"
"","3.2310","0.3165","9.9777","0.2866"
"","3.2650","0.3200","10.1063","0.2900"
"","3.2850","0.3221","10.2376","0.2928"
"","3.3890","0.3325","10.3671","0.3044"
"","3.4010","0.3337","10.4941","0.3058"
"","3.4580","0.3392","10.6230","0.3106"
"","3.5140","0.3450","10.7513","0.3157"
"","3.5310","0.3466","10.8766","0.3168"
"","3.5740","0.3508","11.0019","0.3200"
"","3.6370","0.3572","11.1312","0.3252"
"","3.6990","0.3633","11.2622","0.3336"
"","3.7080","0.3642","11.3944","0.3349"
"","3.7300","0.3665","11.5206","0.3375"
"","3.7790","0.3714","11.6523","0.3422"
"","3.8250","0.3760","11.7839","0.3480"
"","3.8940","0.3829","11.9178","0.3561"
"","3.9050","0.3840","12.0463","0.3576"
"","4.0040","0.3939","12.1733","0.3668"
"","4.0210","0.3955","12.3063","0.3683"
"","4.0870","0.4022","12.4391","0.3727"
"","4.0990","0.4035","12.5655","0.3743"
"","4.1680","0.4102","12.6905","0.3820"
"","4.2580","0.4192","12.8163","0.3932"
"","4.2680","0.4202","12.9490","0.3947"
"","4.2890","0.4223","13.0769","0.3978"
"","4.3910","0.4326","13.2067","0.4094"
"","4.4060","0.4341","13.3360","0.4114"
"","4.4610","0.4397","13.4719","0.4191"
"","4.5390","0.4475","13.5998","0.4272"
"","4.5850","0.4520","13.7281","0.4294"
"","4.6100","0.4544","13.8532","0.4311"
"","4.7050","0.4640","13.9908","0.4420"
"","4.7150","0.4649","14.1232","0.4432"
"","4.7260","0.4660","14.2550","0.4452"
"","4.7660","0.4701","14.3856","0.4499"
"","4.7850","0.4720","14.5118","0.4517"
"","4.8310","0.4765","14.3835","0.4574"
"","4.8900","0.4825","14.5142","0.4637"
"","4.9110","0.4847","14.6417","0.4652"
"","4.9580","0.4892","14.7717","0.4699"
"","5.0240","0.4960","14.8987","0.4761"
"","5.0410","0.4976","15.0334","0.4773"
"","5.0940","0.5029","15.1643","0.4803"
"","5.1410","0.5077","15.2906","0.4871"
"","5.1560","0.5091","15.4156","0.4894"
"","5.2640","0.5199","15.5445","0.4971"
"","5.3170","0.5251","15.6741","0.5022"
"","5.3340","0.5269","15.7999","0.5035"
"","5.4080","0.5342","15.9285","0.5106"
"","5.4260","0.5360","16.0550","0.5120"
"","5.4660","0.5401","16.1873","0.5164"
"","5.5340","0.5468","16.3206","0.5192"
"","5.6000","0.5536","16.4499","0.5254"
"","5.6610","0.5596","16.5806","0.5344"
"","5.7180","0.5654","16.7090","0.5407"
"","5.7410","0.5676","16.8346","0.5419"
"","5.7710","0.5706","16.9598","0.5446"
"","5.8990","0.5833","17.0905","0.5510"
"","5.9090","0.5844","17.2236","0.5514"
"","5.9320","0.5867","17.3505","0.5533"
"","5.9650","0.5899","17.4796","0.5567"
"","6.0340","0.5969","17.6122","0.5612"
"","6.0900","0.6024","17.7511","0.5647"
"","6.1000","0.6034","17.8806","0.5659"
"","6.1700","0.6106","18.0085","0.5739"
"","6.2310","0.6166","18.1392","0.5764"
"","6.2850","0.6221","18.2706","0.5809"
"","6.3360","0.6271","18.3965","0.5858"
"","6.3570","0.6292","18.5254","0.5879"
"","6.4260","0.6361","18.6517","0.5964"
"","6.5220","0.6457","18.7840","0.6050"
"","6.5400","0.6474","18.9111","0.6076"
"","6.5760","0.6510","19.0421","0.6122"
"","6.5930","0.6528","19.1718","0.6142"
"","6.6480","0.6582","19.0467","0.6212"
