Specimen properties : Length,Specimen properties : Thickness,Specimen properties : Width
(mm),(mm),(mm)
"80.00","4.00","10.00"


1,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
"","0.0000","0.0000","-0.0353","0.0008"
"","0.0930","0.0026","0.0951","-0.0017"
"","0.1600","0.0070","0.2225","-0.0027"
"","0.1780","0.0093","0.3538","-0.0021"
"","0.2030","0.0128","0.4846","-0.0011"
"","0.2190","0.0149","0.6144","-0.0001"
"","0.2840","0.0217","0.7411","0.0019"
"","0.3220","0.0256","0.8703","0.0035"
"","0.3350","0.0268","0.9957","0.0044"
"","0.3750","0.0308","1.1227","0.0072"
"","0.4040","0.0338","1.2511","0.0074"
"","0.4150","0.0350","1.3825","0.0075"
"","0.5160","0.0450","1.5114","0.0117"
"","0.5330","0.0468","1.6442","0.0127"
"","0.5690","0.0503","1.7724","0.0151"
"","0.5940","0.0528","1.8978","0.0163"
"","0.6150","0.0549","2.0260","0.0177"
"","0.6360","0.0571","2.1525","0.0189"
"","0.7170","0.0651","2.2826","0.0274"
"","0.7330","0.0668","2.4132","0.0289"
"","0.7930","0.0728","2.5411","0.0345"
"","0.8170","0.0752","2.6678","0.0359"
"","0.8370","0.0772","2.7953","0.0364"
"","0.8810","0.0817","2.9220","0.0384"
"","0.9110","0.0846","3.0513","0.0410"
"","0.9310","0.0865","3.1770","0.0424"
"","0.9590","0.0893","3.3048","0.0446"
"","1.0510","0.0985","3.4348","0.0550"
"","1.0750","0.1009","3.5630","0.0577"
"","1.1110","0.1046","3.6894","0.0601"
"","1.1370","0.1072","3.8154","0.0627"
"","1.1910","0.1125","3.9422","0.0687"
"","1.2160","0.1151","4.0681","0.0702"
"","1.2400","0.1176","4.1998","0.0721"
"","1.2990","0.1233","4.3282","0.0769"
"","1.3380","0.1274","4.4571","0.0805"
"","1.3520","0.1288","4.5822","0.0818"
"","1.4000","0.1334","4.7115","0.0853"
"","1.4590","0.1395","4.8423","0.0943"
"","1.5370","0.1471","4.9740","0.1033"
"","1.5490","0.1483","5.1078","0.1040"
"","1.5660","0.1501","5.2332","0.1052"
"","1.5910","0.1526","5.3647","0.1077"
"","1.6650","0.1599","5.4969","0.1190"
"","1.6950","0.1630","5.6251","0.1214"
"","1.7120","0.1646","5.7545","0.1227"
"","1.7370","0.1671","5.8800","0.1261"
"","1.7900","0.1725","6.0090","0.1353"
"","1.8460","0.1780","6.1382","0.1409"
"","1.9130","0.1849","6.2651","0.1464"
"","1.9290","0.1865","6.3953","0.1476"
"","1.9420","0.1877","6.5256","0.1486"
"","2.0280","0.1964","6.6558","0.1567"
"","2.0460","0.1982","6.7864","0.1593"
"","2.0700","0.2005","6.9146","0.1630"
"","2.0990","0.2034","7.0399","0.1665"
"","2.2110","0.2145","7.1715","0.1775"
"","2.2410","0.2175","7.3012","0.1811"
"","2.2700","0.2205","7.4296","0.1836"
"","2.2890","0.2223","7.5622","0.1847"
"","2.3290","0.2263","7.6872","0.1877"
"","2.3560","0.2291","7.8186","0.1899"
"","2.4090","0.2343","7.9460","0.1952"
"","2.4300","0.2364","8.0758","0.1975"
"","2.4820","0.2417","8.2015","0.2006"
"","2.5160","0.2451","8.3306","0.2027"
"","2.5510","0.2485","8.4582","0.2060"
"","2.6070","0.2543","8.5901","0.2123"
"","2.6360","0.2571","8.7164","0.2150"
"","2.6760","0.2611","8.8426","0.2171"
"","2.7390","0.2674","8.9680","0.2225"
"","2.8000","0.2734","9.1008","0.2266"
"","2.8290","0.2764","9.2271","0.2295"
"","2.8570","0.2792","9.3579","0.2300"
"","2.9030","0.2837","9.4881","0.2308"
"","2.9210","0.2855","9.6201","0.2318"
"","2.9480","0.2883","9.7478","0.2331"
"","3.0220","0.2956","9.8780","0.2385"
"","3.0470","0.2983","10.0054","0.2385"
"","3.0940","0.3029","10.1323","0.2410"
"","3.1280","0.3062","10.2595","0.2441"
"","3.2070","0.3142","10.3891","0.2497"
"","3.2260","0.3161","10.5166","0.2511"
"","3.2520","0.3187","10.6461","0.2526"
"","3.3140","0.3250","10.7779","0.2574"
"","3.3360","0.3270","10.9065","0.2593"
"","3.3720","0.3306","11.0330","0.2634"
"","3.4400","0.3375","11.1601","0.2692"
"","3.4990","0.3433","11.2899","0.2735"
"","3.5280","0.3463","11.4195","0.2744"
"","3.5580","0.3492","11.5513","0.2760"
"","3.5880","0.3522","11.6770","0.2781"
"","3.6350","0.3570","11.8074","0.2820"
"","3.6810","0.3616","11.9372","0.2878"
"","3.6980","0.3633","12.0649","0.2895"
"","3.7840","0.3719","12.1940","0.2970"
"","3.7990","0.3734","12.3253","0.2983"
"","3.8580","0.3794","12.4510","0.3040"
"","3.8850","0.3821","12.5765","0.3070"
"","3.9380","0.3872","12.7036","0.3119"
"","3.9750","0.3910","12.8346","0.3166"
"","4.0130","0.3948","12.9632","0.3215"
"","4.0690","0.4003","13.0911","0.3268"
"","4.0950","0.4030","13.2166","0.3302"
"","4.1390","0.4073","13.3428","0.3346"
"","4.2030","0.4138","13.4730","0.3405"
"","4.2250","0.4160","13.6011","0.3425"
"","4.2880","0.4222","13.7282","0.3487"
"","4.3120","0.4247","13.8587","0.3520"
"","4.3430","0.4279","13.9839","0.3550"
"","4.3810","0.4315","14.1114","0.3590"
"","4.4250","0.4360","14.2409","0.3648"
"","4.4900","0.4425","14.3715","0.3730"
"","4.5490","0.4484","14.4997","0.3819"
"","4.5730","0.4508","14.6285","0.3860"
"","4.6140","0.4548","14.7540","0.3902"
"","4.6490","0.4583","14.8810","0.3934"
"","4.6780","0.4613","15.0088","0.3975"
"","4.7010","0.4635","14.8737","0.4009"
"","4.7090","0.4643","14.7466","0.4020"
"","4.7250","0.4659","14.8838","0.4040"
"","4.7310","0.4665","15.0282","0.4049"
"","4.7350","0.4669","15.1538","0.4055"
"","4.7390","0.4673","15.2910","0.4061"
"","4.7430","0.4677","15.4365","0.4067"
